headline,date,section,url,word_count
Reno Calls a Mexican Drug Inquiry Valid,1999-06-05,World,http://www.nytimes.com/1999/06/05/world/reno-calls-a-mexican-drug-inquiry-valid.html,170
Indicted Ex-Sergeant Says He Knows Who Bombed U.S. Embassies,1999-06-05,World,http://www.nytimes.com/1999/06/05/world/indicted-ex-sergeant-says-he-knows-who-bombed-us-embassies.html,574
National News Briefs; F.B.I. List Adds Fugitive And Terror Suspect,1999-06-08,,http://www.nytimes.com/1999/06/08/us/national-news-briefs-fbi-list-adds-fugitive-and-terror-suspect.html,100
Two Men in Texas Are Subpoenaed to Testify in Bin Laden Case,1999-06-12,New York and Region,http://www.nytimes.com/1999/06/12/nyregion/two-men-in-texas-are-subpoenaed-to-testify-in-bin-laden-case.html,481
U.S. Indicts 2 More Men In Bombing Of Embassies,1999-06-17,World; Washington,http://www.nytimes.com/1999/06/17/world/us-indicts-2-more-men-in-bombing-of-embassies.html,756
The World: The World Takes Notice; Kashmir Gets Scarier,1999-06-20,Week in Review,http://www.nytimes.com/1999/06/20/weekinreview/the-world-the-world-takes-notice-kashmir-gets-scarier.html,954
No Freedom for Man Staying Silent in Terrorism Inquiry,1999-06-22,New York and Region,http://www.nytimes.com/1999/06/22/nyregion/no-freedom-for-man-staying-silent-in-terrorism-inquiry.html,792
Corrections,1999-06-22,Corrections; New York and Region,http://www.nytimes.com/1999/06/22/nyregion/c-corrections-278777.html,68
"Terrorism Suspect Charges Toward Judge, but Is Tackled",1999-06-23,New York and Region,http://www.nytimes.com/1999/06/23/nyregion/terrorism-suspect-charges-toward-judge-but-is-tackled.html,760
U.S. Briefly Closing 6 Embassies in Africa,1999-06-25,World,http://www.nytimes.com/1999/06/25/world/us-briefly-closing-6-embassies-in-africa.html,173
Suspect in Embassy Bombings Avows Innocence in Letters to Relatives,1999-06-25,New York and Region,http://www.nytimes.com/1999/06/25/nyregion/suspect-in-embassy-bombings-avows-innocence-in-letters-to-relatives.html,787
6 U.S. Embassies in Africa Closed Temporarily,1999-06-26,World,http://www.nytimes.com/1999/06/26/world/6-us-embassies-in-africa-closed-temporarily.html,570
Bomb Suspects' Lawyers To Need Security Checks,1999-07-01,New York and Region,http://www.nytimes.com/1999/07/01/nyregion/bomb-suspects-lawyers-to-need-security-checks.html,750
Arab TV Gets a New Slant: Newscasts Without Censorship,1999-07-04,World,http://www.nytimes.com/1999/07/04/world/arab-tv-gets-a-new-slant-newscasts-without-censorship.html,1772
World Briefing,1999-07-06,World,http://www.nytimes.com/1999/07/06/world/world-briefing.html,1254
U.S. Imposes Sanctions on Afghan Rulers,1999-07-07,World,http://www.nytimes.com/1999/07/07/world/us-imposes-sanctions-on-afghan-rulers.html,209
Man Suspected of Role in a Kahane Assassination Plot,1999-07-08,New York and Region,http://www.nytimes.com/1999/07/08/nyregion/man-suspected-of-role-in-a-kahane-assassination-plot.html,890
U.S. Officials Say Aid for Terrorists Came Through Two Persian Gulf Nations,1999-07-08,World; Washington,http://www.nytimes.com/1999/07/08/world/us-officials-say-aid-for-terrorists-came-through-two-persian-gulf-nations.html,1338
Phone Company to Ignore Ban and Continue Work in Afghanistan,1999-07-08,Washington; New York and Region,http://www.nytimes.com/1999/07/08/nyregion/phone-company-to-ignore-ban-and-continue-work-in-afghanistan.html,379
"Bin Laden in Afghanistan, Taliban Concedes",1999-07-10,World,http://www.nytimes.com/1999/07/10/world/bin-laden-in-afghanistan-taliban-concedes.html,343
The World; Peace Strains the Army,1999-07-11,Week in Review,http://www.nytimes.com/1999/07/11/weekinreview/the-world-peace-strains-the-army.html,1122
British Arrest 2 Embassy Bombing Suspects,1999-07-12,World,http://www.nytimes.com/1999/07/12/world/british-arrest-2-embassy-bombing-suspects.html,224
U.S. Says It Has Fingerprints Of Embassy Bombing Suspects,1999-07-13,World; Washington,http://www.nytimes.com/1999/07/13/world/us-says-it-has-fingerprints-of-embassy-bombing-suspects.html,604
NEWS SUMMARY,1999-07-13,New York and Region,http://www.nytimes.com/1999/07/13/nyregion/news-summary-581232.html,1098
World Briefing,1999-07-13,World,http://www.nytimes.com/1999/07/13/world/world-briefing.html,1030
NEWS SUMMARY,1999-07-17,New York and Region,http://www.nytimes.com/1999/07/17/nyregion/news-summary-650285.html,955
Fear of Attack Cancels Cohen's Trip to Albania,1999-07-17,World; Washington,http://www.nytimes.com/1999/07/17/world/fear-of-attack-cancels-cohen-s-trip-to-albania.html,290
Editorial Observer; Kashmir: A Story of 'Blowback' in Paradise,1999-07-18,Opinion,http://www.nytimes.com/1999/07/18/opinion/editorial-observer-kashmir-a-story-of-blowback-in-paradise.html,790
NEWS SUMMARY,1999-07-18,New York and Region,http://www.nytimes.com/1999/07/18/nyregion/news-summary-662119.html,835
"The World; A Year After Bombings, A Case of Diplo-Jitters",1999-07-18,Washington; Week in Review,http://www.nytimes.com/1999/07/18/weekinreview/the-world-a-year-after-bombings-a-case-of-diplo-jitters.html,784
WORLD BRIEFING,1999-07-20,World,http://www.nytimes.com/1999/07/20/world/world-briefing.html,1122
"Citing Threats, F.B.I. Suspends Public Tours of Headquarters",1999-07-24,U.S.,http://www.nytimes.com/1999/07/24/us/citing-threats-fbi-suspends-public-tours-of-headquarters.html,387
"Sudan, Angry at U.S. Attack, Freed Bomb Suspects, Officials Say",1999-07-30,World; Washington,http://www.nytimes.com/1999/07/30/world/sudan-angry-at-us-attack-freed-bomb-suspects-officials-say.html,533
NEWS SUMMARY,1999-08-06,New York and Region,http://www.nytimes.com/1999/08/06/nyregion/news-summary-936022.html,1142
Judge Won't Free Terrorism Case Witness,1999-08-06,New York and Region,http://www.nytimes.com/1999/08/06/nyregion/judge-won-t-free-terrorism-case-witness.html,867
Nairobi Embassy Blast Survivors Still Struggling,1999-08-07,World; Washington,http://www.nytimes.com/1999/08/07/world/nairobi-embassy-blast-survivors-still-struggling.html,1002
Theological Discussion on Testifying Emerges in Terrorism Case,1999-08-08,New York and Region,http://www.nytimes.com/1999/08/08/nyregion/theological-discussion-on-testifying-emerges-in-terrorism-case.html,923
U.S. Freezes Assets Of Afghan Airline,1999-08-11,World,http://www.nytimes.com/1999/08/11/world/us-freezes-assets-of-afghan-airline.html,151
Afghan Refuses Plea To Eject Bin Laden,1999-08-12,World,http://www.nytimes.com/1999/08/12/world/afghan-refuses-plea-to-eject-bin-laden.html,113
Victims Suing Victims,1999-08-12,Opinion,http://www.nytimes.com/1999/08/12/opinion/victims-suing-victims.html,535
Making Osama bin Laden's Day,1999-08-13,Opinion,http://www.nytimes.com/1999/08/13/opinion/making-osama-bin-laden-s-day.html,839
APPELLATE COURT BACKS CONVICTIONS IN '93 TERROR PLOT,1999-08-17,Front Page; New York and Region,http://www.nytimes.com/1999/08/17/nyregion/appellate-court-backs-convictions-in-93-terror-plot.html,1198
WORLD BRIEFING,1999-08-18,World,http://www.nytimes.com/1999/08/18/world/world-briefing.html,872
The Fairness of Women,1999-08-18,Opinion,http://www.nytimes.com/1999/08/18/opinion/l-the-fairness-of-women-101761.html,150
Afghan Holy City Rocked by Explosion,1999-08-25,World,http://www.nytimes.com/1999/08/25/world/afghan-holy-city-rocked-by-explosion.html,184
Private Eyes,1999-09-05,Magazine,http://www.nytimes.com/1999/09/05/magazine/private-eyes.html,4163
Essay; Welcome to Kremlingate,1999-09-09,Opinion,http://www.nytimes.com/1999/09/09/opinion/essay-welcome-to-kremlingate.html,678
His Life as a Murder Suspect,1999-09-12,Magazine,http://www.nytimes.com/1999/09/12/magazine/his-life-as-a-murder-suspect.html,4984
Little Sympathy in Yemen for Condemned Militant,1999-09-17,World,http://www.nytimes.com/1999/09/17/world/little-sympathy-in-yemen-for-condemned-militant.html,1490
Russian Denies Plan for War or Surrender in Chechnya,1999-09-20,World,http://www.nytimes.com/1999/09/20/world/russian-denies-plan-for-war-or-surrender-in-chechnya.html,658
"Career Diplomat, Yes, but She Shoots From the Hip",1999-09-26,World; Washington,http://www.nytimes.com/1999/09/26/world/career-diplomat-yes-but-she-shoots-from-the-hip.html,955
"The World: Blowback; In Moscow, a Whiff of Terror From Afar",1999-09-26,Week in Review,http://www.nytimes.com/1999/09/26/weekinreview/the-world-blowback-in-moscow-a-whiff-of-terror-from-afar.html,1246
Judge Sets Trial Date in 1998 Bombings at U.S. Embassies,1999-09-29,New York and Region,http://www.nytimes.com/1999/09/29/nyregion/judge-sets-trial-date-in-1998-bombings-at-us-embassies.html,591
His Life as a Murder Suspect,1999-10-03,Magazine; Opinion,http://www.nytimes.com/1999/10/03/magazine/l-his-life-as-a-murder-suspect-701920.html,90
U.S. Presses Security Council for Sanctions Against the Taliban,1999-10-07,World,http://www.nytimes.com/1999/10/07/world/us-presses-security-council-for-sanctions-against-the-taliban.html,547
WORLD BRIEFING,1999-10-08,World,http://www.nytimes.com/1999/10/08/world/world-briefing.html,896
Man Charged in Bombing Of U.S. Embassy in Africa,1999-10-09,World; Washington,http://www.nytimes.com/1999/10/09/world/man-charged-in-bombing-of-us-embassy-in-africa.html,798
WORLD BRIEFING,1999-10-16,World,http://www.nytimes.com/1999/10/16/world/world-briefing.html,992
Muslim Fighter Embraces Warrior Mystique,1999-10-17,World,http://www.nytimes.com/1999/10/17/world/muslim-fighter-embraces-warrior-mystique.html,888
Editorial Observer; Pakistan's Dangerous Addiction to Its Military,1999-10-17,Opinion,http://www.nytimes.com/1999/10/17/opinion/editorial-observer-pakistan-s-dangerous-addiction-to-its-military.html,700
Islamic Militants With Japanese Hostages Hold Kyrgyz at Bay,1999-10-18,World,http://www.nytimes.com/1999/10/18/world/islamic-militants-with-japanese-hostages-hold-kyrgyz-at-bay.html,961
NEWS SUMMARY,1999-10-19,New York and Region,http://www.nytimes.com/1999/10/19/nyregion/news-summary-029360.html,1374
U.S. Steps Up Pressure on Taliban to Deliver Osama bin Laden,1999-10-19,World,http://www.nytimes.com/1999/10/19/world/us-steps-up-pressure-on-taliban-to-deliver-osama-bin-laden.html,545
U.N. Council in Rare Accord: Fight Terrorism,1999-10-20,World,http://www.nytimes.com/1999/10/20/world/un-council-in-rare-accord-fight-terrorism.html,337
Punish Taliban For War on Women,1999-10-20,Opinion,http://www.nytimes.com/1999/10/20/opinion/l-punish-taliban-for-war-on-women-046507.html,151
Khartoum Journal; Artist Returns From Europe to Rediscover Sudan,1999-10-23,World,http://www.nytimes.com/1999/10/23/world/khartoum-journal-artist-returns-from-europe-to-rediscover-sudan.html,1022
"QUESTION OF EVIDENCE: A special report.; To Bomb Sudan Plant, or Not: A Year Later, Debates Rankle",1999-10-27,World; Front Page; Health,http://www.nytimes.com/1999/10/27/world/question-evidence-special-report-bomb-sudan-plant-not-year-later-debates-rankle.html,3495
In America; The Long Dark Night,1999-10-28,Opinion,http://www.nytimes.com/1999/10/28/opinion/in-america-the-long-dark-night.html,727
WORLD BRIEFING,1999-10-30,World,http://www.nytimes.com/1999/10/30/world/world-briefing.html,937
"The World: From the Caucasus to China; Zealots' Latest Targets Are Poor, Remote and Vulnerable",1999-10-31,Week in Review,http://www.nytimes.com/1999/10/31/weekinreview/world-caucasus-china-zealots-latest-targets-are-poor-remote-vulnerable.html,949
World Briefing,1999-11-03,World,http://www.nytimes.com/1999/11/03/world/world-briefing.html,865
Afghan 'Lion' Fights Taliban With Rifle and Fax Machine,1999-11-09,World; Front Page,http://www.nytimes.com/1999/11/09/world/afghan-lion-fights-taliban-with-rifle-and-fax-machine.html,2130
NEWS SUMMARY,1999-11-13,New York and Region,http://www.nytimes.com/1999/11/13/nyregion/news-summary-425575.html,1279
Why We Must Act,1999-11-14,Opinion,http://www.nytimes.com/1999/11/14/opinion/why-we-must-act.html,1037
NEWS SUMMARY,1999-11-14,New York and Region,http://www.nytimes.com/1999/11/14/nyregion/news-summary-438332.html,572
Sudan's Slaves and War Get a Second Look,1999-11-14,Washington; Week in Review,http://www.nytimes.com/1999/11/14/weekinreview/the-world-sudan-s-slaves-and-war-get-a-second-look.html,829
NEWS SUMMARY,1999-11-15,New York and Region,http://www.nytimes.com/1999/11/15/nyregion/news-summary-447650.html,1359
New Sanctions Incite Attacks By Afghans At U.N. Sites,1999-11-16,World; Washington,http://www.nytimes.com/1999/11/16/world/new-sanctions-incite-attacks-by-afghans-at-un-sites.html,377
WORLD BRIEFING,1999-11-17,World,http://www.nytimes.com/1999/11/17/world/world-briefing.html,851
Bosnia Is Peaceful Now but Will It Stay That Way?,1999-11-17,World,http://www.nytimes.com/1999/11/17/world/bosnia-is-peaceful-now-but-will-it-stay-that-way.html,1169
No Choice in Chechnya,1999-11-18,Opinion,http://www.nytimes.com/1999/11/18/opinion/l-no-choice-in-chechnya-491330.html,119
World Briefing,1999-11-24,World,http://www.nytimes.com/1999/11/24/world/world-briefing.html,853
An Oasis of Peace in Somalia Seeks Freedom,1999-11-26,World; Front Page,http://www.nytimes.com/1999/11/26/world/an-oasis-of-peace-in-somalia-seeks-freedom.html,1590
U.S. WEIGHS USING FOOD AS SUPPORT FOR SUDAN REBELS,1999-11-29,World; Front Page; Washington,http://www.nytimes.com/1999/11/29/world/us-weighs-using-food-as-support-for-sudan-rebels.html,1179
World Briefing,1999-12-09,World,http://www.nytimes.com/1999/12/09/world/world-briefing.html,887
State Dept. Warns Of Holiday Terrorism,1999-12-12,World,http://www.nytimes.com/1999/12/12/world/state-dept-warns-of-holiday-terrorism.html,233
U.S. Reports Mideast Arrests Of New Year's Terror Suspects,1999-12-14,World,http://www.nytimes.com/1999/12/14/world/us-reports-mideast-arrests-of-new-year-s-terror-suspects.html,383
Report Says Isolation Takes Toll on Terrorism Suspect,1999-12-15,New York and Region,http://www.nytimes.com/1999/12/15/nyregion/report-says-isolation-takes-toll-on-terrorism-suspect.html,831
World Briefing,1999-12-15,World,http://www.nytimes.com/1999/12/15/world/world-briefing.html,905
Jordan Seizes 13 and Links Them to Afghan Explosives Training,1999-12-16,World,http://www.nytimes.com/1999/12/16/world/jordan-seizes-13-and-links-them-to-afghan-explosives-training.html,514
A Delay in the Security Council Blocks Relief Aid for Afghanistan,1999-12-16,World,http://www.nytimes.com/1999/12/16/world/a-delay-in-the-security-council-blocks-relief-aid-for-afghanistan.html,321
U.S. Monitors Millennium Trouble Spots Around World,1999-12-19,Technology; World,http://www.nytimes.com/1999/12/19/world/us-monitors-millennium-trouble-spots-around-world.html,1270
National Security Adviser Warns of Risk of Terrorism,1999-12-20,U.S.,http://www.nytimes.com/1999/12/20/us/national-security-adviser-warns-of-risk-of-terrorism.html,890
Few Answers About Man Being Held In Bomb Case,1999-12-21,U.S.,http://www.nytimes.com/1999/12/21/us/few-answers-about-man-being-held-in-bomb-case.html,727
A Terrorist Legend's Long Shadow,1999-12-22,Opinion,http://www.nytimes.com/1999/12/22/opinion/a-terrorist-legend-s-long-shadow.html,731
State Department Intensifies Warning on Terrorism,1999-12-22,U.S.; Washington,http://www.nytimes.com/1999/12/22/us/state-department-intensifies-warning-on-terrorism.html,265
Prudent Steps on Terrorism,1999-12-22,Opinion,http://www.nytimes.com/1999/12/22/opinion/prudent-steps-on-terrorism.html,416
Arrest at U.S. Border Reverberates in France,1999-12-22,Front Page; U.S.; Washington,http://www.nytimes.com/1999/12/22/us/arrest-at-us-border-reverberates-in-france.html,2040
"To Prevent Terror, Be Strict but Fair",1999-12-23,Opinion,http://www.nytimes.com/1999/12/23/opinion/l-to-prevent-terror-be-strict-but-fair-033553.html,115
Alarmism Abets the Terrorists,1999-12-23,Opinion,http://www.nytimes.com/1999/12/23/opinion/alarmism-abets-the-terrorists.html,702
President Adds His Voice to Warnings About Terrorism,1999-12-23,U.S.,http://www.nytimes.com/1999/12/23/us/president-adds-his-voice-to-warnings-about-terrorism.html,791
Canada Seeks Friend of Man Held in Ferrying of Explosives,1999-12-25,U.S.,http://www.nytimes.com/1999/12/25/us/canada-seeks-friend-of-man-held-in-ferrying-of-explosives.html,443
The Pakistan Conduit,1999-12-25,Opinion,http://www.nytimes.com/1999/12/25/opinion/l-the-pakistan-conduit-041220.html,117
"After Shaky Starts, News Organizations Gain Confidence on Web",1999-12-27,Technology; Business,http://www.nytimes.com/1999/12/27/business/after-shaky-starts-news-organizations-gain-confidence-on-web.html,1173
Allies Against Terror?,1999-12-28,Opinion,http://www.nytimes.com/1999/12/28/opinion/l-allies-against-terror-086614.html,141
3rd Attempt to Free Pakistani Militant,1999-12-29,World,http://www.nytimes.com/1999/12/29/world/3rd-attempt-to-free-pakistani-militant.html,634
"As Hijacking Drama Plays Out, Views on Taliban Shift",1999-12-30,World,http://www.nytimes.com/1999/12/30/world/as-hijacking-drama-plays-out-views-on-taliban-shift.html,1110
Radical Islamic Network May Have Come to U.S.,1999-12-31,U.S.,http://www.nytimes.com/1999/12/31/us/radical-islamic-network-may-have-come-to-us.html,2275
