headline,date,section,url,word_count
Gauging the Use of Ground Troops and the Scale of the Afghan War,2001-11-04,World; Washington,http://www.nytimes.com/2001/11/04/world/nation-challenged-debate-gauging-use-ground-troops-scale-afghan-war.html,1039
The Spy Puzzle,2001-11-04,Opinion,http://www.nytimes.com/2001/11/04/opinion/the-spy-puzzle.html,880
U.S. Pondering Saudis' Vulnerability,2001-11-04,World; Washington,http://www.nytimes.com/2001/11/04/world/a-nation-challenged-ally-s-future-us-pondering-saudis-vulnerability.html,1221
A NATION CHALLENGED,2001-11-04,Front Page; New York and Region,http://www.nytimes.com/2001/11/04/nyregion/a-nation-challenged-020168.html,77
"BEST SELLERS: November 4, 2001",2001-11-04,Arts; Books,http://www.nytimes.com/2001/11/04/books/best-sellers-november-4-2001.html,1295
Guns Won't Win the Afghan War,2001-11-04,Opinion,http://www.nytimes.com/2001/11/04/opinion/guns-won-t-win-the-afghan-war.html,1053
Pakistani Officials Say They Have No Firm Suspects in Massacre at Christian Church,2001-11-04,World; Washington,http://www.nytimes.com/2001/11/04/world/nation-challenged-islamabad-pakistani-officials-say-they-have-no-firm-suspects.html,603
Somali Leader Makes a Plea For America To Re-engage,2001-11-04,World; Washington,http://www.nytimes.com/2001/11/04/world/somali-leader-makes-a-plea-for-america-to-re-engage.html,604
A Nation Challenged,2001-11-04,New York and Region,http://www.nytimes.com/2001/11/04/nyregion/a-nation-challenged-020966.html,1148
"Television, Like the Country, Loses Its Footing",2001-11-04,Arts,http://www.nytimes.com/2001/11/04/arts/television-like-the-country-loses-its-footing.html,2133
Basque Rebels Start to Look A Little Bit Out of Date,2001-11-04,World,http://www.nytimes.com/2001/11/04/world/basque-rebels-start-to-look-a-little-bit-out-of-date.html,694
"Hijackers' Meticulous Strategy Of Brains, Muscle and Practice",2001-11-04,Technology; Front Page; U.S.,http://www.nytimes.com/2001/11/04/us/nation-challenged-plot-hijackers-meticulous-strategy-brains-muscle-practice.html,2702
Afghan Rebels Seem a Reluctant Force So Far,2001-11-04,World; Front Page; Washington,http://www.nytimes.com/2001/11/04/world/a-nation-challenged-the-alliance-afghan-rebels-seem-a-reluctant-force-so-far.html,1188
The End of the Road?,2001-11-04,Arts; Books,http://www.nytimes.com/2001/11/04/books/the-end-of-the-road.html,1417
Ideas & Trends: Under the Tent; The Coalition Is Broad. But Can It Hold?,2001-11-04,Washington; Week in Review,http://www.nytimes.com/2001/11/04/weekinreview/ideas-trends-under-the-tent-the-coalition-is-broad-but-can-it-hold.html,1428
The Temperature's a Lot Warmer but the Mission's the Same: Hunting Down Terrorists,2001-11-04,World; Washington,http://www.nytimes.com/2001/11/04/world/nation-challenged-philippines-temperature-s-lot-warmer-but-mission-s-same.html,1113
Secret C.I.A. Site in New York Was Destroyed on Sept. 11,2001-11-04,U.S.,http://www.nytimes.com/2001/11/04/us/nation-challenged-intelligence-agency-secret-cia-site-new-york-was-destroyed.html,984
"Taking on Another War, Against Mixed Messages",2001-11-04,U.S.,http://www.nytimes.com/2001/11/04/us/a-nation-challenged-the-white-house-taking-on-another-war-against-mixed-messages.html,1467
The Uncomfortable question of Anti-Semitism,2001-11-04,Magazine; Washington,http://www.nytimes.com/2001/11/04/magazine/the-uncomfortable-question-of-anti-semitism.html,3550
Arab League Condemns Bin Laden and His War,2001-11-05,World,http://www.nytimes.com/2001/11/05/world/a-nation-challenged-mideast-meeting-arab-league-condemns-bin-laden-and-his-war.html,498
"Musharraf, the Indispensable Ally, Grows More Confident",2001-11-05,World; Washington,http://www.nytimes.com/2001/11/05/world/nation-challenged-mainstay-musharraf-indispensable-ally-grows-more-confident.html,1734
Publishers Joust Over Merit Of Terrorist Leader's Words,2001-11-05,Business; Books,http://www.nytimes.com/2001/11/05/business/media-publishers-joust-over-merit-of-terrorist-leader-s-words.html,1083
U.S. MAKES INROADS IN ISOLATING FUNDS OF TERROR GROUPS,2001-11-05,World; Front Page,http://www.nytimes.com/2001/11/05/world/nation-challenged-money-trail-us-makes-inroads-isolating-funds-terror-groups.html,1388
Links to the Global Struggle,2001-11-05,Technology; Business; Washington,http://www.nytimes.com/2001/11/05/business/links-to-the-global-struggle.html,1408
Rumsfeld Says Ramadan Won't Halt U.S. Attacks,2001-11-05,World; Washington,http://www.nytimes.com/2001/11/05/world/a-nation-challenged-strategy-rumsfeld-says-ramadan-won-t-halt-us-attacks.html,762
A Nation Challenged,2001-11-05,New York and Region,http://www.nytimes.com/2001/11/05/nyregion/a-nation-challenged-032808.html,921
Afghan Trying to Do 'Big Things' at Big Risk,2001-11-05,World; Washington,http://www.nytimes.com/2001/11/05/world/a-nation-challenged-taliban-foe-afghan-trying-to-do-big-things-at-big-risk.html,1067
BUSINESS DIGEST,2001-11-05,Business,http://www.nytimes.com/2001/11/05/business/business-digest-024325.html,530
Lebanon to Resist U.S. Sanctions on Hezbollah,2001-11-06,World; Washington,http://www.nytimes.com/2001/11/06/world/a-nation-challenged-discord-lebanon-to-resist-us-sanctions-on-hezbollah.html,786
"Comics, Muslim and Jewish, Sharing a Toronto Stage",2001-11-06,Arts,http://www.nytimes.com/2001/11/06/arts/arts-abroad-comics-muslim-and-jewish-sharing-a-toronto-stage.html,955
Bin Laden's Wildfire Threatens Might of Saudi Rulers,2001-11-06,World; Washington,http://www.nytimes.com/2001/11/06/world/a-nation-challenged-islam-bin-laden-s-wildfire-threatens-might-of-saudi-rulers.html,1782
Foreign Affairs; Fighting bin Ladenism,2001-11-06,Opinion,http://www.nytimes.com/2001/11/06/opinion/foreign-affairs-fighting-bin-ladenism.html,746
"Terror Witness Withheld Theft Plot, Prosecutors Say",2001-11-06,New York and Region,http://www.nytimes.com/2001/11/06/nyregion/nation-challenged-courts-terror-witness-withheld-theft-plot-prosecutors-say.html,649
European Union Brings Peres and Arafat Together Again,2001-11-06,World; Washington,http://www.nytimes.com/2001/11/06/world/european-union-brings-peres-and-arafat-together-again.html,800
How Osama bin Laden Became a Global Celebrity,2001-11-06,Arts; Books,http://www.nytimes.com/2001/11/06/books/books-of-the-times-how-osama-bin-laden-became-a-global-celebrity.html,1105
"A War on Two Fronts, and in the Anthrax Laboratories",2001-11-06,World,http://www.nytimes.com/2001/11/06/world/nation-challenged-overview-nov-5-2001-war-two-fronts-anthrax-laboratories.html,760
Lebanon to Resist U.S. Sanctions on Hezbollah,2001-11-06,World; Washington,http://www.nytimes.com/2001/11/06/world/a-nation-challenged-discord-lebanon-to-resist-us-sanctions-on-hezbollah.html,786
"Comics, Muslim and Jewish, Sharing a Toronto Stage",2001-11-06,Arts,http://www.nytimes.com/2001/11/06/arts/arts-abroad-comics-muslim-and-jewish-sharing-a-toronto-stage.html,955
Bin Laden's Wildfire Threatens Might of Saudi Rulers,2001-11-06,World; Washington,http://www.nytimes.com/2001/11/06/world/a-nation-challenged-islam-bin-laden-s-wildfire-threatens-might-of-saudi-rulers.html,1782
Roads to Victory in This War,2001-11-06,Opinion,http://www.nytimes.com/2001/11/06/opinion/l-roads-to-victory-in-this-war-049298.html,161
"Shifting Stance, Taliban Demand U.N. Help to Avert an Afghan 'Catastrophe'",2001-11-06,World,http://www.nytimes.com/2001/11/06/world/nation-challenged-appeal-shifting-stance-taliban-demand-un-help-avert-afghan.html,767
Corrections,2001-11-07,Corrections; New York and Region,http://www.nytimes.com/2001/11/07/nyregion/c-corrections-068934.html,70
"U.S. Plucks Rebel Figure From Afghan Redoubt for 'Consultations,' Then Returns Him",2001-11-07,World,http://www.nytimes.com/2001/11/07/world/nation-challenged-dissident-us-plucks-rebel-figure-afghan-redoubt-for.html,1077
QUOTATION OF THE DAY,2001-11-07,New York and Region,http://www.nytimes.com/2001/11/07/nyregion/quotation-of-the-day-062367.html,28
"Germany Ready to Send Force of 3,900; Not Clear if They Would Be Combat Soldiers",2001-11-07,World; Washington,http://www.nytimes.com/2001/11/07/world/nation-challenged-berlin-germany-ready-send-force-3900-not-clear-if-they-would.html,986
In President's Words: 'Lift This Dark Threat',2001-11-07,World; Washington,http://www.nytimes.com/2001/11/07/world/a-nation-challenged-in-president-s-words-lift-this-dark-threat.html,899
"More Troops, More Accusations, More Economic Stimulus",2001-11-07,World; Washington,http://www.nytimes.com/2001/11/07/world/nation-challenged-overview-nov-6-2001-more-troops-more-accusations-more-economic.html,750
U.S. TAKES STEPS TO BOLSTER BLOC FIGHTING TERROR,2001-11-07,World; Front Page; Washington,http://www.nytimes.com/2001/11/07/world/nation-challenged-white-house-us-takes-steps-bolster-bloc-fighting-terror.html,1276
Liberties; Talkin' Ain't Fightin',2001-11-07,Opinion,http://www.nytimes.com/2001/11/07/opinion/liberties-talkin-ain-t-fightin.html,746
"Cave Redoubts Are Formidable, Rebel Leader Says",2001-11-08,World; Washington,http://www.nytimes.com/2001/11/08/world/a-nation-challenged-battlefields-cave-redoubts-are-formidable-rebel-leader-says.html,563
A Month in a Difficult Battlefield: Assessing U.S. War Strategy,2001-11-08,World; Front Page; Washington,http://www.nytimes.com/2001/11/08/world/nation-challenged-month-1-month-difficult-battlefield-assessing-us-war-strategy.html,4866
Defectors Cite Iraqi Training For Terrorism,2001-11-08,World; Front Page,http://www.nytimes.com/2001/11/08/world/a-nation-challenged-the-school-defectors-cite-iraqi-training-for-terrorism.html,1351
"Pursuit of Terror Funds, Anthrax Victim on Tape, Partisan Sniping",2001-11-08,World; Washington,http://www.nytimes.com/2001/11/08/world/nation-challenged-overview-nov-7-2001-pursuit-terror-funds-anthrax-victim-tape.html,764
Pakistanis Urge U.S. to Suspend Textile Tariffs,2001-11-08,Business; Washington,http://www.nytimes.com/2001/11/08/business/pakistanis-urge-us-to-suspend-textile-tariffs.html,645
In Bush's Words: Attack on '2 Terrorist-Supporting Financial Networks',2001-11-08,World,http://www.nytimes.com/2001/11/08/world/nation-challenged-bush-s-words-attack-2-terrorist-supporting-financial-networks.html,444
"Networks Pause, Then Some Show bin Laden Tape of Children",2001-11-08,U.S.,http://www.nytimes.com/2001/11/08/us/nation-challenged-media-networks-pause-then-some-show-bin-laden-tape-children.html,531
Gunman Is Killed at Base In Qatar Used by the U.S.,2001-11-08,World; Washington,http://www.nytimes.com/2001/11/08/world/a-nation-challenged-security-gunman-is-killed-at-base-in-qatar-used-by-the-us.html,677
Italian Arab Is Perplexed By Swiss Raid,2001-11-08,World,http://www.nytimes.com/2001/11/08/world/a-nation-challenged-the-banker-italian-arab-is-perplexed-by-swiss-raid.html,748
U.S. MOVES TO CUT 2 FINANCIAL LINKS FOR TERROR GROUP,2001-11-08,World; Front Page,http://www.nytimes.com/2001/11/08/world/nation-challenged-money-trail-us-moves-cut-2-financial-links-for-terror-group.html,1437
A Nation Challenged,2001-11-08,New York and Region,http://www.nytimes.com/2001/11/08/nyregion/a-nation-challenged-089761.html,1152
Envoy Is Told Not to Assail U.S. Bombing,2001-11-08,World; Washington,http://www.nytimes.com/2001/11/08/world/a-nation-challenged-the-spokesman-envoy-is-told-not-to-assail-us-bombing.html,577
Bush and Blair Trade Praise At White House Love Fest,2001-11-08,World; Washington,http://www.nytimes.com/2001/11/08/world/a-nation-challenged-britain-bush-and-blair-trade-praise-at-white-house-love-fest.html,1094
Coalition Maintenance,2001-11-08,Opinion,http://www.nytimes.com/2001/11/08/opinion/coalition-maintenance.html,438
Bush Seeks New Volunteer Force for Civil Defense,2001-11-09,Front Page; U.S.,http://www.nytimes.com/2001/11/09/us/nation-challenged-president-bush-seeks-new-volunteer-force-for-civil-defense.html,1364
Somalis in Minneapolis Worry About Effect of Money-Transfer Raids,2001-11-09,U.S.,http://www.nytimes.com/2001/11/09/us/nation-challenged-midwestern-community-somalis-minneapolis-worry-about-effect.html,875
A Nation Challenged,2001-11-09,New York and Region,http://www.nytimes.com/2001/11/09/nyregion/a-nation-challenged-110108.html,1120
Arabs Reject Terror,2001-11-09,Opinion,http://www.nytimes.com/2001/11/09/opinion/l-arabs-reject-terror-098574.html,136
Foreign Affairs; Beware Of Icebergs,2001-11-09,Opinion,http://www.nytimes.com/2001/11/09/opinion/foreign-affairs-beware-of-icebergs.html,762
"No Quick Victory, U.N. on Alert, Stepping Up Counterterror Effort",2001-11-09,World,http://www.nytimes.com/2001/11/09/world/nation-challenged-overview-nov-8-2001-no-quick-victory-un-alert-stepping-up.html,760
"Shackles Off, Russia's Muslims Are Still Chafing",2001-11-09,World,http://www.nytimes.com/2001/11/09/world/shackles-off-russia-s-muslims-are-still-chafing.html,1391
"Reporter's Notebook; No Jerry Lewis, but Saudi Telethon Reaches Goal",2001-11-09,World,http://www.nytimes.com/2001/11/09/world/reporter-s-notebook-no-jerry-lewis-but-saudi-telethon-reaches-goal.html,1147
"Reporter's Notebook; No Jerry Lewis, but Saudi Telethon Reaches Goal",2001-11-09,World,http://www.nytimes.com/2001/11/09/world/reporter-s-notebook-no-jerry-lewis-but-saudi-telethon-reaches-goal.html,1147
Pakistan Orders the Taliban To Close Karachi Consulate,2001-11-09,World,http://www.nytimes.com/2001/11/09/world/nation-challenged-crackdown-pakistan-orders-taliban-close-karachi-consulate.html,727
"A Trade Agenda Tempts Murphy's Law; U.S. Sees Talks as a Test of Leadership, But the Road to Qatar Was Rocky",2001-11-09,Business,http://www.nytimes.com/2001/11/09/business/trade-agenda-tempts-murphy-s-law-us-sees-talks-test-leadership-but-road-qatar.html,1703
Saudi Charges Bush With Failure to Broker Mideast Peace,2001-11-09,World; Washington,http://www.nytimes.com/2001/11/09/world/saudi-charges-bush-with-failure-to-broker-mideast-peace.html,813
"As U.N. Meets, Bin Laden Tape Sets Off Alarms",2001-11-09,World; Front Page; Washington,http://www.nytimes.com/2001/11/09/world/a-nation-challenged-message-as-un-meets-bin-laden-tape-sets-off-alarms.html,1247
IRAN CHIEF REJECTS BIN LADEN MESSAGE,2001-11-10,World; Front Page,http://www.nytimes.com/2001/11/10/world/iran-chief-rejects-bin-laden-message.html,1283
The Battle for Mazar-i-Sharif,2001-11-10,Opinion,http://www.nytimes.com/2001/11/10/opinion/the-battle-for-mazar-i-sharif.html,559
A bin Laden Threat,2001-11-10,World; Front Page,http://www.nytimes.com/2001/11/10/world/a-bin-laden-threat.html,34
A Nation Challenged,2001-11-10,New York and Region,http://www.nytimes.com/2001/11/10/nyregion/a-nation-challenged-130516.html,1131
Rebel With Long Career of Picking Fights (and Sides),2001-11-10,World,http://www.nytimes.com/2001/11/10/world/nation-challenged-commander-rebel-with-long-career-picking-fights-sides.html,486
'Afghan Arabs' Said to Lead Taliban's Fight,2001-11-10,World,http://www.nytimes.com/2001/11/10/world/a-nation-challenged-the-commanders-afghan-arabs-said-to-lead-taliban-s-fight.html,1147
Crossroads Conquest Would Give Alliance First Major Victory,2001-11-10,World; Washington,http://www.nytimes.com/2001/11/10/world/nation-challenged-impact-crossroads-conquest-would-give-alliance-first-major.html,925
Little Airplay for Al Qaeda Rebuttal to Bush,2001-11-10,World; Washington,http://www.nytimes.com/2001/11/10/world/a-nation-challenged-news-media-little-airplay-for-al-qaeda-rebuttal-to-bush.html,421
"Reports of a Tangible Gain, Tougher Visa Rules, an Anthrax Theory",2001-11-10,World,http://www.nytimes.com/2001/11/10/world/nation-challenged-overview-nov-9-2001-reports-tangible-gain-tougher-visa-rules.html,701
Bin Laden Asserts He Has Nuclear Arms,2001-11-10,World,http://www.nytimes.com/2001/11/10/world/a-nation-challenged-al-qaeda-bin-laden-asserts-he-has-nuclear-arms.html,503
Why Are We Hiding bin Laden?,2001-11-11,Opinion,http://www.nytimes.com/2001/11/11/opinion/why-are-we-hiding-bin-laden.html,1023
A Nation Challenged,2001-11-11,New York and Region,http://www.nytimes.com/2001/11/11/nyregion/a-nation-challenged-142913.html,930
"Patience, for Now, With Flow of Information",2001-11-11,U.S.; Washington,http://www.nytimes.com/2001/11/11/us/a-nation-challenged-the-public-patience-for-now-with-flow-of-information.html,891
"'No Isolation From Evil,' Bush Declares",2001-11-11,World; Washington,http://www.nytimes.com/2001/11/11/world/a-nation-challenged-no-isolation-from-evil-bush-declares.html,786
The Way We Live Now: 11-11-01: On Language; Ground Zero,2001-11-11,Magazine,http://www.nytimes.com/2001/11/11/magazine/the-way-we-live-now-11-11-01-on-language-ground-zero.html,1080
"All Must Join Fight Against Terror, Bush Tells U.N.",2001-11-11,World; Front Page; Washington,http://www.nytimes.com/2001/11/11/world/nation-challenged-president-all-must-join-fight-against-terror-bush-tells-un.html,1176
Al Qaeda Sites Point to Tests Of Chemicals,2001-11-11,World; Washington,http://www.nytimes.com/2001/11/11/world/a-nation-challenged-chemical-weapons-al-qaeda-sites-point-to-tests-of-chemicals.html,1392
Putin Urges A 'New Level' Of the Trust With America,2001-11-11,World; Washington,http://www.nytimes.com/2001/11/11/world/putin-urges-a-new-level-of-the-trust-with-america.html,767
Harsh Civics Lesson for Immigrants,2001-11-11,U.S.,http://www.nytimes.com/2001/11/11/us/a-nation-challenged-civil-rights-harsh-civics-lesson-for-immigrants.html,792
A U.S. Town Reached Via Canada Is Suddenly Boxed In at the Border,2001-11-11,Education; U.S.,http://www.nytimes.com/2001/11/11/us/nation-challenged-inconveniences-us-town-reached-via-canada-suddenly-boxed.html,1021
"Egypt, Our Friend?",2001-11-11,Opinion,http://www.nytimes.com/2001/11/11/opinion/l-egypt-our-friend-116670.html,96
"Bush's Exhortation at the U.N., and Firing Up the Hollywood Canteen",2001-11-11,World,http://www.nytimes.com/2001/11/11/world/nation-challenged-overview-nov-10-2001-bush-s-exhortation-un-firing-up-hollywood.html,730
The Way We Live Now: 11-11-01: Prescription; In Defense of Folly,2001-11-11,Magazine,http://www.nytimes.com/2001/11/11/magazine/the-way-we-live-now-11-11-01-prescription-in-defense-of-folly.html,1801
Newspapers and TV Paint U.S. Action as a Kind of Terrorism,2001-11-11,U.S.; Washington,http://www.nytimes.com/2001/11/11/us/nation-challenged-arab-view-newspapers-tv-paint-us-action-kind-terrorism.html,852
Street Brawl; The New Power of Arab Public Opinion,2001-11-11,Week in Review,http://www.nytimes.com/2001/11/11/weekinreview/street-brawl-the-new-power-of-arab-public-opinion.html,1315
Writing History In Class,2001-11-11,Education; New York and Region,http://www.nytimes.com/2001/11/11/nyregion/writing-history-in-class.html,2365
The World; Running Terrorism as a New Economy Business,2001-11-11,Washington; Week in Review,http://www.nytimes.com/2001/11/11/weekinreview/the-world-running-terrorism-as-a-new-economy-business.html,1151
"A NATION CHALLENGED: HEARTS AND MINDS -- A special report.; In the War on Terrorism, A Battle to Shape Opinion",2001-11-11,Front Page; U.S.; Washington,http://www.nytimes.com/2001/11/11/us/nation-challenged-hearts-minds-special-report-war-terrorism-battle-shape-opinion.html,4110
Somalia Winces as Its Chaos Attracts U.S. Attention,2001-11-11,World; Washington,http://www.nytimes.com/2001/11/11/world/somalia-winces-as-its-chaos-attracts-us-attention.html,1151
ARAFAT THANKFUL FOR BUSH REMARK ABOUT 'PALESTINE',2001-11-12,World; Front Page; Washington,http://www.nytimes.com/2001/11/12/world/arafat-thankful-for-bush-remark-about-palestine.html,1341
"Like Other Monthlies, Esquire Dances to a New Rhythm",2001-11-12,Business,http://www.nytimes.com/2001/11/12/business/media-like-other-monthlies-esquire-dances-to-a-new-rhythm.html,1120
Essay; Prague Connection,2001-11-12,Opinion,http://www.nytimes.com/2001/11/12/opinion/essay-prague-connection.html,716
Transforming Relations With Russia,2001-11-12,Opinion,http://www.nytimes.com/2001/11/12/opinion/transforming-relations-with-russia.html,566
Lax Nuclear Security in Russia Is Cited as Way for bin Laden to Get Arms,2001-11-12,World,http://www.nytimes.com/2001/11/12/world/nation-challenged-atomic-energy-lax-nuclear-security-russia-cited-way-for-bin.html,1475
A Nation Challenged,2001-11-12,New York and Region,http://www.nytimes.com/2001/11/12/nyregion/a-nation-challenged-154962.html,1125
Lax Nuclear Security in Russia Is Cited as Way for bin Laden to Get Arms,2001-11-12,World,http://www.nytimes.com/2001/11/12/world/nation-challenged-atomic-energy-lax-nuclear-security-russia-cited-way-for-bin.html,1475
"Savoring Strength in the North, U.S. Worries About Weakness in the South",2001-11-12,World,http://www.nytimes.com/2001/11/12/world/nation-challenged-alliances-savoring-strength-north-us-worries-about-weakness.html,1294
"At Differing Speeds, Foundations Adjust to a World Transformed",2001-11-12,,http://www.nytimes.com/2001/11/12/giving/funding-at-differing-speeds-foundations-adjust-to-a-world-transformed.html,1282
"Oil Diplomacy Muddled U.S. Pursuit of bin Laden, New Book Contends",2001-11-12,World; Washington; Books,http://www.nytimes.com/2001/11/12/world/nation-challenged-hunt-oil-diplomacy-muddled-us-pursuit-bin-laden-new-book.html,717
