headline,date,section,url,word_count
"Condemning Attacks, Taliban Says bin Laden Not Involved",2001-09-12,U.S.,http://www.nytimes.com/2001/09/12/us/day-terror-afghans-condemning-attacks-taliban-says-bin-laden-not-involved.html,768
America the Vulnerable Meets a Ruthless Enemy,2001-09-12,U.S.; Washington,http://www.nytimes.com/2001/09/12/us/a-day-of-terror-the-militant-america-the-vulnerable-meets-a-ruthless-enemy.html,1047
"Hospital Treks, Fliers and the Cry: Have You Seen . . . ?",2001-09-13,U.S.; Washington,http://www.nytimes.com/2001/09/13/us/after-the-attacks-the-missing-hospital-treks-fliers-and-the-cry-have-you-seen.html,1154
In This Section,2001-09-13,U.S.,http://www.nytimes.com/2001/09/13/us/in-this-section.html,538
Foreign Affairs; World War III,2001-09-13,Opinion,http://www.nytimes.com/2001/09/13/opinion/foreign-affairs-world-war-iii.html,1246
Allies Against Terror,2001-09-13,Opinion,http://www.nytimes.com/2001/09/13/opinion/allies-against-terror.html,394
Taliban Plead for Mercy to the Miserable in a Land of Nothing,2001-09-13,U.S.,http://www.nytimes.com/2001/09/13/us/after-attacks-afghans-taliban-plead-for-mercy-miserable-land-nothing.html,1214
"Administration Considers Broader, More Powerful Options for Potential Retaliation",2001-09-13,U.S.; Washington,http://www.nytimes.com/2001/09/13/us/after-attacks-military-administration-considers-broader-more-powerful-options.html,1069
Arabs and Muslims Steer Through an Unsettling Scrutiny,2001-09-13,U.S.,http://www.nytimes.com/2001/09/13/us/after-attacks-relations-arabs-muslims-steer-through-unsettling-scrutiny.html,966
Reaction From Around the World,2001-09-13,U.S.,http://www.nytimes.com/2001/09/13/us/after-the-attack-reaction-from-around-the-world.html,947
A Day of Brisk Sales Of Pistols and Ammunition,2001-09-13,U.S.; Washington,http://www.nytimes.com/2001/09/13/us/after-the-attacks-voices-a-day-of-brisk-sales-of-pistols-and-ammunition.html,250
Reaction From Around the World,2001-09-13,U.S.,http://www.nytimes.com/2001/09/13/us/after-the-attacks-reaction-from-around-the-world.html,947
"STUNNED RESCUERS COMB ATTACK SITES, BUT THOUSANDS ARE PRESUMED DEAD; F.B.I. TRACKING HIJACKERS' MOVEMENTS",2001-09-13,Front Page; U.S.; Washington,http://www.nytimes.com/2001/09/13/us/after-attacks-overview-stunned-rescuers-comb-attack-sites-but-thousands-are.html,2164
BIN LADEN TIE CITED,2001-09-13,Front Page; U.S.; Washington,http://www.nytimes.com/2001/09/13/us/after-the-attacks-the-investigation-bin-laden-tie-cited.html,1403
Powell Says It Clearly: No Middle Ground on Terrorism,2001-09-13,U.S.; Washington,http://www.nytimes.com/2001/09/13/us/after-attacks-diplomacy-powell-says-it-clearly-no-middle-ground-terrorism.html,997
F.B.I. Traces Path of 5 in New England,2001-09-13,U.S.; Washington,http://www.nytimes.com/2001/09/13/us/after-the-attacks-the-hijackers-fbi-traces-path-of-5-in-new-england.html,1111
Training Site Is Questioned About Links To Hijackers,2001-09-13,U.S.; Washington,http://www.nytimes.com/2001/09/13/us/after-attacks-university-training-site-questioned-about-links-hijackers.html,684
U.S. Force vs. Terrorists: From Reactive to Active,2001-09-14,U.S.; Washington,http://www.nytimes.com/2001/09/14/us/after-the-attacks-an-assessment-us-force-vs-terrorists-from-reactive-to-active.html,956
Excerpts From President's Remarks on Investigation Into Attacks,2001-09-14,U.S.; Washington,http://www.nytimes.com/2001/09/14/us/excerpts-from-president-s-remarks-on-investigation-into-attacks.html,1015
"For Many, Sorrow Turns to Anger and Talk of Vengeance",2001-09-14,U.S.; Washington,http://www.nytimes.com/2001/09/14/us/after-attacks-reaction-for-many-sorrow-turns-anger-talk-vengeance.html,1047
Around the World,2001-09-14,U.S.; Washington,http://www.nytimes.com/2001/09/14/us/after-the-attacks-around-the-world.html,671
In This Section,2001-09-14,U.S.; Washington,http://www.nytimes.com/2001/09/14/us/in-this-section.html,748
No Middle Ground,2001-09-14,Front Page; U.S.; Washington,http://www.nytimes.com/2001/09/14/us/after-the-attacks-news-analysis-no-middle-ground.html,1048
Arabs Voice Somber Tones And Speculate On a Reprisal,2001-09-14,U.S.; Washington,http://www.nytimes.com/2001/09/14/us/after-attacks-mideast-arabs-voice-somber-tones-speculate-reprisal.html,471
"A Shaken Nation Struggles to Regain Its Equilibrium, but Remains on Edge",2001-09-14,Education; U.S.; Washington,http://www.nytimes.com/2001/09/14/us/after-attacks-overview-shaken-nation-struggles-regain-its-equilibrium-but.html,1680
No Middle Ground,2001-09-14,Front Page; U.S.; Washington,http://www.nytimes.com/2001/09/14/us/after-the-attacks-news-analysis-no-middle-ground.html,1048
Arabs Voice Somber Tones And Speculate On a Reprisal,2001-09-14,U.S.; Washington,http://www.nytimes.com/2001/09/14/us/after-attacks-mideast-arabs-voice-somber-tones-speculate-reprisal.html,471
Foreign Affairs; Smoking Or Non-Smoking?,2001-09-14,Opinion,http://www.nytimes.com/2001/09/14/opinion/foreign-affairs-smoking-or-non-smoking.html,767
The Weak at War With the Strong,2001-09-14,Opinion,http://www.nytimes.com/2001/09/14/opinion/the-weak-at-war-with-the-strong.html,879
"A Shaken Nation Struggles to Regain Its Equilibrium, but Remains on Edge",2001-09-14,Education; U.S.; Washington,http://www.nytimes.com/2001/09/14/us/after-attacks-overview-shaken-nation-struggles-regain-its-equilibrium-but.html,1680
Agreement on $40 Million for Aid and a Response,2001-09-14,U.S.; Washington,http://www.nytimes.com/2001/09/14/us/after-the-attacks-congress-agreement-on-40-million-for-aid-and-a-response.html,1091
"Authorities Have Learned the Identities Of 18 Hijackers, Attorney General Says",2001-09-14,U.S.; Washington,http://www.nytimes.com/2001/09/14/us/after-attacks-investigation-authorities-have-learned-identities-18-hijackers.html,1434
"Multinationals Will Protect Workers, but Plan to Remain in Hot Zones",2001-09-14,U.S.; Washington,http://www.nytimes.com/2001/09/14/us/after-attacks-corporate-response-multinationals-will-protect-workers-but-plan.html,874
Spying on Terrorists and Thwarting Them Gains New Urgency,2001-09-14,Technology; U.S.; Washington,http://www.nytimes.com/2001/09/14/us/after-attacks-intelligence-spying-terrorists-thwarting-them-gains-new-urgency.html,849
U.S. Presses Pakistan to Help Pry a Suspected Terrorist From Afghanistan Haven,2001-09-14,U.S.; Washington,http://www.nytimes.com/2001/09/14/us/after-attacks-uncertain-ally-us-presses-pakistan-help-pry-suspected-terrorist.html,1086
Rendezvous With Afghanistan,2001-09-14,Opinion,http://www.nytimes.com/2001/09/14/opinion/rendezvous-with-afghanistan.html,570
Bin Laden: Child of Privilege Who Champions Holy War,2001-09-14,U.S.; Washington,http://www.nytimes.com/2001/09/14/us/after-attacks-organizer-bin-laden-child-privilege-who-champions-holy-war.html,1092
German Officials Link 3 Arab Men to Attack,2001-09-14,U.S.; Washington,http://www.nytimes.com/2001/09/14/us/after-the-attacks-the-suspects-german-officials-link-3-arab-men-to-attack.html,762
BUSH AND TOP AIDES PROCLAIM POLICY OF 'ENDING' STATES THAT BACK TERROR; LOCAL AIRPORTS SHUT AFTER AN ARREST,2001-09-14,Front Page; U.S.; Washington,http://www.nytimes.com/2001/09/14/us/after-attacks-overview-bush-top-aides-proclaim-policy-ending-states-that-back.html,1320
Russia Condemns Attack on U.S. And Vows to Aid NATO Actions,2001-09-14,U.S.; Washington,http://www.nytimes.com/2001/09/14/us/after-attacks-alliance-russia-condemns-attack-us-vows-aid-nato-actions.html,398
Abroad at Home; Beware Unintended Results,2001-09-15,Opinion,http://www.nytimes.com/2001/09/15/opinion/abroad-at-home-beware-unintended-results.html,701
U.S. Demands Air and Land Access to Pakistan,2001-09-15,U.S.; Washington,http://www.nytimes.com/2001/09/15/us/after-the-attacks-in-pakistan-us-demands-air-and-land-access-to-pakistan.html,842
Taliban Opponent Reported to Have Died,2001-09-15,World,http://www.nytimes.com/2001/09/15/world/taliban-opponent-reported-to-have-died.html,539
Battle Against Terrorism Tests Fragile Relationship Between U.S. and Saudis,2001-09-15,U.S.; Washington,http://www.nytimes.com/2001/09/15/us/after-attacks-saudis-battle-against-terrorism-tests-fragile-relationship-between.html,1223
War Without Illusions,2001-09-15,Opinion,http://www.nytimes.com/2001/09/15/opinion/war-without-illusions.html,719
In This Section,2001-09-15,New York and Region,http://www.nytimes.com/2001/09/15/nyregion/in-this-section.html,582
New Delhi Eager to Join U.S. in Fighting Terror,2001-09-15,U.S.; Washington,http://www.nytimes.com/2001/09/15/us/after-the-attacks-in-india-new-delhi-eager-to-join-us-in-fighting-terror.html,413
"Taliban Leader Talks Tough, Saying 'I Am Ready for Sacrifice'",2001-09-15,U.S.; Washington,http://www.nytimes.com/2001/09/15/us/after-attacks-afghanistan-taliban-leader-talks-tough-saying-am-ready-for.html,440
A Terrorist Profile Emerges That Confounds the Experts,2001-09-15,U.S.; Washington,http://www.nytimes.com/2001/09/15/us/after-attacks-hijackers-terrorist-profile-emerges-that-confounds-experts.html,1076
Old War Escalates on a New Front: The Trail of Relentless Martyrs,2001-09-16,U.S.; Washington,http://www.nytimes.com/2001/09/16/us/after-attacks-organization-old-war-escalates-new-front-trail-relentless-martyrs.html,1918
Liberties; The Modernity of Evil,2001-09-16,Opinion,http://www.nytimes.com/2001/09/16/opinion/liberties-the-modernity-of-evil.html,748
BUSH TELLS THE MILITARY TO 'GET READY'; BROADER SPY POWERS GAINING SUPPORT,2001-09-16,U.S.; Washington,http://www.nytimes.com/2001/09/16/us/after-attacks-trail-bush-tells-military-get-ready-broader-spy-powers-gaining.html,1802
War Zone; What Would 'Victory' Mean?,2001-09-16,Washington; Week in Review,http://www.nytimes.com/2001/09/16/weekinreview/war-zone-what-would-victory-mean.html,1303
LONG BATTLE SEEN,2001-09-16,U.S.; Washington,http://www.nytimes.com/2001/09/16/us/after-the-attacks-the-overview-long-battle-seen.html,1740
President Seems to Gain Legitimacy,2001-09-16,U.S.,http://www.nytimes.com/2001/09/16/us/after-the-attacks-assessment-president-seems-to-gain-legitimacy.html,1267
President Seems to Gain Legitimacy,2001-09-16,U.S.,http://www.nytimes.com/2001/09/16/us/after-the-attacks-assessment-president-seems-to-gain-legitimacy.html,1267
"Before & After; Awakening to Terror, and Asking the World for Help",2001-09-16,Washington; Week in Review,http://www.nytimes.com/2001/09/16/weekinreview/before-after-awakening-to-terror-and-asking-the-world-for-help.html,846
In This Section,2001-09-16,U.S.,http://www.nytimes.com/2001/09/16/us/in-this-section.html,612
Pakistan Antiterror Support Avoids Vow of Military Aid,2001-09-16,U.S.,http://www.nytimes.com/2001/09/16/us/after-attacks-islamabad-pakistan-antiterror-support-avoids-vow-military-aid.html,1359
AFTER THE ATTACKS,2001-09-16,New York and Region,http://www.nytimes.com/2001/09/16/nyregion/after-the-attacks.html,184
Taliban Opposition Confirms Death of Its Battle Commander,2001-09-16,World,http://www.nytimes.com/2001/09/16/world/taliban-opposition-confirms-death-of-its-battle-commander.html,601
"For Now, Film Industry Scratches Violence in Favor of Family Fare and Patriotism",2001-09-16,Movies; U.S.,http://www.nytimes.com/2001/09/16/us/after-attacks-hollywood-for-now-film-industry-scratches-violence-favor-family.html,1373
F.B.I. Was Seeking 2 of the Hijacking Suspects at the Time of the Attacks,2001-09-16,U.S.,http://www.nytimes.com/2001/09/16/us/after-attacks-investigation-fbi-was-seeking-2-hijacking-suspects-time-attacks.html,1437
"Russia Takes Stand Against Terrorism, but the Stance Wavers Quickly",2001-09-16,U.S.; Washington,http://www.nytimes.com/2001/09/16/us/after-attacks-moscow-russia-takes-stand-against-terrorism-but-stance-wavers.html,1045
America Inspires Both Longing and Loathing in Muslim World,2001-09-16,U.S.; Washington,http://www.nytimes.com/2001/09/16/us/after-attacks-international-memo-america-inspires-both-longing-loathing-muslim.html,985
Internet Access Providers Curb Both Terrorist Postings and an Anti-Islamic Backlash,2001-09-17,Technology; Business,http://www.nytimes.com/2001/09/17/business/after-attacks-web-sites-internet-access-providers-curb-both-terrorist-postings.html,1030
Scouring the Internet in Search of the Tracks of Terrorists,2001-09-17,Technology; Business,http://www.nytimes.com/2001/09/17/business/after-attacks-surveillance-scouring-internet-search-tracks-terrorists.html,582
"The Moods of America: Grief, Rage, Resolve",2001-09-17,Opinion,http://www.nytimes.com/2001/09/17/opinion/l-the-moods-of-america-grief-rage-resolve-217409.html,101
Rebel Chief Who Fought The Taliban Is Buried,2001-09-17,World,http://www.nytimes.com/2001/09/17/world/rebel-chief-who-fought-the-taliban-is-buried.html,968
Investigators Discover That 3 Attackers on Planes Attended Same German University,2001-09-17,U.S.; Washington,http://www.nytimes.com/2001/09/17/us/after-attacks-hijackers-investigators-discover-that-3-attackers-planes-attended.html,1200
"Bush Warns of a Wrathful, Shadowy and Inventive War",2001-09-17,U.S.; Washington,http://www.nytimes.com/2001/09/17/us/after-attacks-white-house-bush-warns-wrathful-shadowy-inventive-war.html,1301
A New War And Its Scale,2001-09-17,World; Front Page; Washington,http://www.nytimes.com/2001/09/17/world/after-the-attacks-the-strategy-a-new-war-and-its-scale.html,1075
In This Section,2001-09-17,U.S.,http://www.nytimes.com/2001/09/17/us/in-this-section.html,499
Israel Wants Cease-Fire To Precede Truce Talks,2001-09-17,World; Washington,http://www.nytimes.com/2001/09/17/world/israel-wants-cease-fire-to-precede-truce-talks.html,1090
Edgy Afghans Pouring Toward Pakistan Border,2001-09-17,U.S.; Washington,http://www.nytimes.com/2001/09/17/us/after-the-attacks-refugees-edgy-afghans-pouring-toward-pakistan-border.html,592
Edgy Afghans Pouring Toward Pakistan Border,2001-09-17,U.S.; Washington,http://www.nytimes.com/2001/09/17/us/after-the-attacks-refugees-edgy-afghans-pouring-toward-pakistan-border.html,592
Pakistani Team Giving Afghans An Ultimatum,2001-09-17,World; Front Page; Washington,http://www.nytimes.com/2001/09/17/world/after-the-attacks-the-neighbor-pakistani-team-giving-afghans-an-ultimatum.html,1390
Essay; Of Human Missiles,2001-09-17,Opinion,http://www.nytimes.com/2001/09/17/opinion/essay-of-human-missiles.html,688
Intelligence and Terrorism,2001-09-17,Opinion,http://www.nytimes.com/2001/09/17/opinion/intelligence-and-terrorism.html,658
The Power of Words,2001-09-17,U.S.,http://learning.blogs.nytimes.com/2001/09/17/the-power-of-words/,2173
Group Struggling to Shed Association With Terrorism,2001-09-18,U.S.,http://www.nytimes.com/2001/09/18/us/nation-challenged-afghan-americans-group-struggling-shed-association-with.html,919
"Afghanistan, for Ages an Affliction to Mighty Empires, Is Not Easily Subdued",2001-09-18,World; Washington,http://www.nytimes.com/2001/09/18/world/nation-challenged-history-afghanistan-for-ages-affliction-mighty-empires-not.html,997
Tie to bin Laden Aide,2001-09-18,Front Page; U.S.,http://www.nytimes.com/2001/09/18/us/tie-to-bin-laden-aide.html,53
Blair and Chirac Head to U.S. For Talks and a Show of Unity,2001-09-18,World; Washington,http://www.nytimes.com/2001/09/18/world/nation-challenged-europeans-blair-chirac-head-us-for-talks-show-unity.html,997
In This Section,2001-09-18,New York and Region,http://www.nytimes.com/2001/09/18/nyregion/in-this-section.html,556
"Bin Laden Is Wanted in Attacks, 'Dead or Alive,' President Says",2001-09-18,Front Page; U.S.; Washington,http://www.nytimes.com/2001/09/18/us/nation-challenged-president-bin-laden-wanted-attacks-dead-alive-president-says.html,1444
One Week Later: How to Answer the Horror?,2001-09-18,Opinion,http://www.nytimes.com/2001/09/18/opinion/l-one-week-later-how-to-answer-the-horror-229784.html,151
Excerpts From Bush's Remarks on Retaliation,2001-09-18,U.S.,http://www.nytimes.com/2001/09/18/us/excerpts-from-bush-s-remarks-on-retaliation.html,1082
Bad Numbers Still Felt Good On a Day Unlike Any Other,2001-09-18,Front Page; Business; Washington,http://www.nytimes.com/2001/09/18/business/nation-challenged-market-place-bad-numbers-still-felt-good-day-unlike-any-other.html,1156
Imam Had Unusual Visit At Mosque Before Attacks,2001-09-18,U.S.,http://www.nytimes.com/2001/09/18/us/a-nation-challenged-the-cleric-imam-had-unusual-visit-at-mosque-before-attacks.html,508
Bin Laden Operative Is Linked To Suspects,2001-09-18,U.S.,http://www.nytimes.com/2001/09/18/us/a-nation-challenged-the-plot-bin-laden-operative-is-linked-to-suspects.html,1017
Fits and Starts as Companies Strain to Restore a Sense of Normalcy,2001-09-18,Business; Washington,http://www.nytimes.com/2001/09/18/business/nation-challenged-return-fits-starts-companies-strain-restore-sense-normalcy.html,1180
Group Struggling to Shed Association With Terrorism,2001-09-18,U.S.,http://www.nytimes.com/2001/09/18/us/nation-challenged-afghan-americans-group-struggling-shed-association-with.html,919
Taliban Refuse Quick Decision Over bin Laden,2001-09-18,World; Front Page; Washington,http://www.nytimes.com/2001/09/18/world/a-nation-challenged-last-chance-taliban-refuse-quick-decision-over-bin-laden.html,1286
Technology's Role to Grow In a New World of Security,2001-09-18,Technology; U.S.,http://www.nytimes.com/2001/09/18/us/nation-challenged-safety-liberty-technology-s-role-grow-new-world-security.html,1004
Attacks and Harassment Continue on Middle Eastern People and Mosques,2001-09-18,U.S.,http://www.nytimes.com/2001/09/18/us/nation-challenged-violence-attacks-harassment-continue-middle-eastern-people.html,577
"Fighting Back, While Preserving Our Values",2001-09-19,Opinion,http://www.nytimes.com/2001/09/19/opinion/l-fighting-back-while-preserving-our-values-246573.html,124
The Investigation So Far,2001-09-19,U.S.; Washington,http://www.nytimes.com/2001/09/19/us/a-nation-challenged-the-investigation-so-far.html,411
Afghans at Queens Mosque Split Over bin Laden,2001-09-19,Washington; New York and Region,http://www.nytimes.com/2001/09/19/nyregion/nation-challenged-new-york-mosque-afghans-queens-mosque-split-over-bin-laden.html,756
"In This Crisis, Bush Is Writing His Own Script",2001-09-19,U.S.; Washington,http://www.nytimes.com/2001/09/19/us/a-nation-challenged-the-president-in-this-crisis-bush-is-writing-his-own-script.html,670
Scarcity of Afghanistan Targets Prompts U.S. to Change Strategy,2001-09-19,World; Front Page; Washington,http://www.nytimes.com/2001/09/19/world/nation-challenged-combat-scarcity-afghanistan-targets-prompts-us-change-strategy.html,1296
Stock Markets Hold Steady a Day After the Big Sell-Off,2001-09-19,Business; Washington,http://www.nytimes.com/2001/09/19/business/the-markets-stocks-bonds-stock-markets-hold-steady-a-day-after-the-big-sell-off.html,1255
Wartime Rhetoric,2001-09-19,Opinion,http://www.nytimes.com/2001/09/19/opinion/wartime-rhetoric.html,452
Corrections,2001-09-19,Corrections; Washington; New York and Region,http://www.nytimes.com/2001/09/19/nyregion/c-corrections-247812.html,87
World Leaders List Conditions On Cooperation,2001-09-19,World; Front Page; Washington,http://www.nytimes.com/2001/09/19/world/a-nation-challenged-the-diplomacy-world-leaders-list-conditions-on-cooperation.html,1259
In This Section,2001-09-19,New York and Region,http://www.nytimes.com/2001/09/19/nyregion/in-this-section.html,608
Far Conflict Challenges TV Networks Shy of Cash,2001-09-19,World; Washington,http://www.nytimes.com/2001/09/19/world/nation-challenged-home-screen-far-conflict-challenges-tv-networks-shy-cash.html,347
Pakistanis Shut Gates To Afghans At Border,2001-09-19,World; Washington,http://www.nytimes.com/2001/09/19/world/a-nation-challenged-the-panic-pakistanis-shut-gates-to-afghans-at-border.html,770
"Once Vigilantes, Now Strict Rulers",2001-09-19,World; Washington,http://www.nytimes.com/2001/09/19/world/a-nation-challenged-the-taliban-once-vigilantes-now-strict-rulers.html,1029
"Adding Demands, Afghan Leaders Show Little Willingness to Give Up bin Laden",2001-09-19,World; Washington,http://www.nytimes.com/2001/09/19/world/nation-challenged-mullahs-adding-demands-afghan-leaders-show-little-willingness.html,983
World Briefing | Europe: Italy: Rightist Denies Immigrant Slur,2001-09-19,World,http://www.nytimes.com/2001/09/19/world/world-briefing-europe-italy-rightist-denies-immigrant-slur.html,93
Washington Concerned By Moves Of Saudis,2001-09-19,U.S.; Washington,http://www.nytimes.com/2001/09/19/us/a-nation-challenged-the-saudis-washington-concerned-by-moves-of-saudis.html,750
Officials Say 2 More Jets May Have Been in the Plot,2001-09-19,U.S.; Washington,http://www.nytimes.com/2001/09/19/us/nation-challenged-investigation-officials-say-2-more-jets-may-have-been-plot.html,1353
"Fighting Back, While Preserving Our Values",2001-09-19,Opinion,http://www.nytimes.com/2001/09/19/opinion/l-fighting-back-while-preserving-our-values-246565.html,129
"Liberties; Old Ruses, New Barbarians",2001-09-19,Opinion,http://www.nytimes.com/2001/09/19/opinion/liberties-old-ruses-new-barbarians.html,698
A NATION CHALLENGED,2001-09-19,Front Page; New York and Region,http://www.nytimes.com/2001/09/19/nyregion/a-nation-challenged-246875.html,132
Letterman Leads Talk Show Hosts Back on the Air,2001-09-19,Arts,http://www.nytimes.com/2001/09/19/arts/letterman-leads-talk-show-hosts-back-on-the-air.html,1066
Fear in the Open City,2001-09-19,Opinion,http://www.nytimes.com/2001/09/19/opinion/fear-in-the-open-city.html,513
U.N. Delays General Assembly Session of World Leaders Indefinitely,2001-09-19,World; Washington,http://www.nytimes.com/2001/09/19/world/nation-challenged-meetings-un-delays-general-assembly-session-world-leaders.html,428
"Victims of Mistaken Identity, Sikhs Pay a Price for Turbans",2001-09-19,Front Page; U.S.,http://www.nytimes.com/2001/09/19/us/nation-challenged-violence-harassment-victims-mistaken-identity-sikhs-pay-price.html,957
Disaster Forges a Spirit of Cooperation in a Usually Contentious Congress,2001-09-20,U.S.; Washington,http://www.nytimes.com/2001/09/20/us/nation-challenged-political-parties-disaster-forges-spirit-cooperation-usually.html,898
3 Held in Detroit After Aircraft Diagrams Are Found,2001-09-20,U.S.,http://www.nytimes.com/2001/09/20/us/nation-challenged-investigation-3-held-detroit-after-aircraft-diagrams-are-found.html,983
Roadblocks Cited In Efforts to Trace Bin Laden's Money,2001-09-20,Front Page; Business; Washington,http://www.nytimes.com/2001/09/20/business/nation-challenged-paper-trail-roadblocks-cited-efforts-trace-bin-laden-s-money.html,1433
A NATION CHALLENGED,2001-09-20,Front Page; New York and Region,http://www.nytimes.com/2001/09/20/nyregion/a-nation-challenged-266230.html,119
Editorial Observer; An Imbalance of Power: Afghanistan's Deceptive Strengths,2001-09-20,Opinion,http://www.nytimes.com/2001/09/20/opinion/editorial-observer-an-imbalance-of-power-afghanistan-s-deceptive-strengths.html,779
Bush's Advisers Split on Scope Of Retaliation,2001-09-20,World; Front Page; Washington,http://www.nytimes.com/2001/09/20/world/a-nation-challenged-washington-bush-s-advisers-split-on-scope-of-retaliation.html,941
Peace Signs Amid Calls for War,2001-09-20,Washington; New York and Region,http://www.nytimes.com/2001/09/20/nyregion/peace-signs-amid-calls-for-war.html,848
In This Section,2001-09-20,New York and Region,http://www.nytimes.com/2001/09/20/nyregion/in-this-section.html,462
PAKISTANI DEFENDS JOINING WITH U.S.,2001-09-20,World; Front Page; Washington,http://www.nytimes.com/2001/09/20/world/a-nation-challenged-the-neighbor-pakistani-defends-joining-with-us.html,1099
I.M.F. Bankers Get Ready To Give Pakistan a Loan,2001-09-20,World,http://www.nytimes.com/2001/09/20/world/a-nation-challenged-global-dollars-imf-bankers-get-ready-to-give-pakistan-a-loan.html,679
Essay; Equal Time for Hitler?,2001-09-20,Opinion,http://www.nytimes.com/2001/09/20/opinion/essay-equal-time-for-hitler.html,700
"BUSH ORDERS HEAVY BOMBERS NEAR AFGHANS; DEMANDS BIN LADEN NOW, NOT NEGOTIATIONS",2001-09-20,World; Front Page; Washington,http://www.nytimes.com/2001/09/20/world/nation-challenged-overview-bush-orders-heavy-bombers-near-afghans-demands-bin.html,1414
Racing Is First Sport to Return to a Hurt City,2001-09-20,Sports,http://www.nytimes.com/2001/09/20/sports/horse-racing-racing-is-first-sport-to-return-to-a-hurt-city.html,777
"The Case for War, and the Case for Restraint",2001-09-21,Opinion,http://www.nytimes.com/2001/09/21/opinion/l-the-case-for-war-and-the-case-for-restraint-283517.html,75
Editorial Observer; On the Front Lines in the Global War Against Terrorism,2001-09-21,Opinion,http://www.nytimes.com/2001/09/21/opinion/editorial-observer-on-the-front-lines-in-the-global-war-against-terrorism.html,875
"Afghans Coaxing bin Laden, But U.S. Rejects Clerics' Bid",2001-09-21,World; Front Page; Washington,http://www.nytimes.com/2001/09/21/world/nation-challenged-taliban-afghans-coaxing-bin-laden-but-us-rejects-clerics-bid.html,1196
Trail of Man Sought in 2 Plots Leads to Chicago and Arrest,2001-09-21,U.S.,http://www.nytimes.com/2001/09/21/us/nation-challenged-hunt-trail-man-sought-2-plots-leads-chicago-arrest.html,956
BUSH PLEDGES ATTACK ON AFGHANISTAN UNLESS IT SURRENDERS BIN LADEN NOW; HE CREATES CABINET POST FOR SECURITY,2001-09-21,World; Front Page; Washington,http://www.nytimes.com/2001/09/21/world/nation-challenged-overview-bush-pledges-attack-afghanistan-unless-it-surrenders.html,1689
New Generation Confronts Notions of War and Peace As Their World Changes,2001-09-21,Education; U.S.,http://www.nytimes.com/2001/09/21/us/nation-challenged-campuses-new-generation-confronts-notions-war-peace-their.html,1140
President Bush's Address on Terrorism Before a Joint Meeting of Congress,2001-09-21,U.S.,http://www.nytimes.com/2001/09/21/us/nation-challenged-president-bush-s-address-terrorism-before-joint-meeting.html,3010
