headline,date,section,url,word_count
Qaeda Claims Kenya Attacks; Promises More,2002-12-09,World,http://www.nytimes.com/2002/12/09/world/threats-responses-terror-network-qaeda-claims-kenya-attacks-promises-more.html,365
Chechen in Extradition Dispute: Criminal or Peacemaker?,2002-12-09,World; Health,http://www.nytimes.com/2002/12/09/world/chechen-in-extradition-dispute-criminal-or-peacemaker.html,1287
"A Movement in Saudi Arabia Pushes Toward an Islamic Ideal, and Frowns on the U.S.",2002-12-09,World; Washington,http://www.nytimes.com/2002/12/09/world/a-movement-in-saudi-arabia-pushes-toward-an-islamic-ideal-and-frowns-on-the-us.html,1236
"Fatwa Victim or a Fraud?; Mystery Enshrouds Kola Boof, Writer and Internet Persona",2002-12-11,Technology; Arts; Books,http://www.nytimes.com/2002/12/11/books/fatwa-victim-or-a-fraud-mystery-enshrouds-kola-boof-writer-and-internet-persona.html,2175
Half the Battle Is Showing Up,2002-12-11,Movies; Arts,http://www.nytimes.com/2002/12/11/movies/the-pop-life-half-the-battle-is-showing-up.html,1099
Report Tracks Terror Trail of an Islamic Group,2002-12-12,World,http://www.nytimes.com/2002/12/12/world/threats-and-responses-indonesia-report-tracks-terror-trail-of-an-islamic-group.html,468
Warnings From Al Qaeda Stir Fear That Terrorists May Attack Oil Tankers,2002-12-12,World,http://www.nytimes.com/2002/12/12/world/threats-responses-seaborne-trade-warnings-al-qaeda-stir-fear-that-terrorists-may.html,1688
Inquiry Is Sharply Critical of Intelligence Agencies for Failing to Prevent Attacks,2002-12-12,U.S.; Washington,http://www.nytimes.com/2002/12/12/us/threats-responses-investigation-inquiry-sharply-critical-intelligence-agencies.html,1123
The Capital Makes Up Its Mind,2002-12-12,Opinion,http://www.nytimes.com/2002/12/12/opinion/the-capital-makes-up-its-mind.html,1044
Australia Is Noncommittal On Scope of Any Role in Iraq,2002-12-14,World,http://www.nytimes.com/2002/12/14/world/threats-responses-allies-australia-noncommittal-scope-any-role-iraq.html,642
The Ghosts of Last Year's Economic Demonstrations Haunt Italy,2002-12-15,World,http://www.nytimes.com/2002/12/15/world/the-ghosts-of-last-year-s-economic-demonstrations-haunt-italy.html,514
Arrests in Envoy's Death,2002-12-15,U.S.,http://www.nytimes.com/2002/12/15/us/arrests-in-envoy-s-death.html,32
NEWS SUMMARY,2002-12-15,New York and Region,http://www.nytimes.com/2002/12/15/nyregion/news-summary-400289.html,520
"The Year in Ideas; Upside to Radical Islam, The",2002-12-15,Magazine,http://www.nytimes.com/2002/12/15/magazine/the-year-in-ideas-upside-to-radical-islam-the.html,471
Questions of War,2002-12-15,Opinion,http://www.nytimes.com/2002/12/15/opinion/l-questions-of-war-372919.html,165
BUSH HAS WIDENED AUTHORITY OF C.I.A. TO KILL TERRORISTS,2002-12-15,World,http://www.nytimes.com/2002/12/15/world/threats-responses-hunt-for-al-qaeda-bush-has-widened-authority-cia-kill.html,1327
INSIDE,2002-12-16,Front Page; New York and Region,http://www.nytimes.com/2002/12/16/nyregion/inside-411523.html,133
Australia Comes to Terms With a New Sense of Vulnerability,2002-12-16,World,http://www.nytimes.com/2002/12/16/world/threats-responses-allies-australia-comes-terms-with-new-sense-vulnerability.html,1256
NEWS SUMMARY,2002-12-16,New York and Region,http://www.nytimes.com/2002/12/16/nyregion/news-summary-411574.html,1019
"Arafat Disavows bin Laden, Saying 'He Never Helped Us'",2002-12-16,World,http://www.nytimes.com/2002/12/16/world/arafat-disavows-bin-laden-saying-he-never-helped-us.html,600
Sniper Case Will Be First Test of Virginia Antiterrorism Law,2002-12-17,U.S.,http://www.nytimes.com/2002/12/17/us/sniper-case-will-be-first-test-of-virginia-antiterrorism-law.html,874
"Ottawa, Citing Arrest, Says Al Qaeda Is Operating in Canada",2002-12-17,World,http://www.nytimes.com/2002/12/17/world/threats-responses-north-american-arena-ottawa-citing-arrest-says-al-qaeda.html,391
Looking to the Past to Project the End of Pax Americana,2002-12-17,Arts; Books,http://www.nytimes.com/2002/12/17/books/books-of-the-times-looking-to-the-past-to-project-the-end-of-pax-americana.html,1005
Terror Suspects Found With Chemicals in Paris,2002-12-18,World,http://www.nytimes.com/2002/12/18/world/threats-and-responses-france-terror-suspects-found-with-chemicals-in-paris.html,352
"Yemen, an Uneasy Ally, Proves Adept at Playing Off Old Rivals",2002-12-19,World; Front Page; Washington,http://www.nytimes.com/2002/12/19/world/threats-responses-mideast-yemen-uneasy-ally-proves-adept-playing-off-old-rivals.html,1507
ONLINE DIARY,2002-12-19,Technology,http://www.nytimes.com/2002/12/19/technology/online-diary.html,847
Confronting the Past Before Going to Prison,2002-12-19,Movies; Arts,http://www.nytimes.com/2002/12/19/movies/film-review-confronting-the-past-before-going-to-prison.html,1288
British Antiterror Squads Arrest 7 Men Suspected of Having Ties to Al Qaeda,2002-12-19,World,http://www.nytimes.com/2002/12/19/world/threats-responses-european-arena-british-antiterror-squads-arrest-7-men.html,424
"As Oil Riches Flow, Poor Village Cries Out",2002-12-22,World,http://www.nytimes.com/2002/12/22/world/left-behind-as-oil-riches-flow-poor-village-cries-out.html,5301
Who's Who in the House of Saud,2002-12-22,Magazine,http://www.nytimes.com/2002/12/22/magazine/the-way-we-live-now-12-22-02-primer-who-s-who-in-the-house-of-saud.html,1364
Qaeda Suspect Was Taking Flight Training Last Month,2002-12-23,World,http://www.nytimes.com/2002/12/23/world/threats-responses-terror-trail-qaeda-suspect-was-taking-flight-training-last.html,956
Iraq Courts Its Kurds With an Anti-U.S. Islamic Edict,2002-12-24,World,http://www.nytimes.com/2002/12/24/world/threats-responses-kurdish-region-iraq-courts-its-kurds-with-anti-us-islamic.html,974
Terror Suspect's Departure From Germany Raises Concern in Other Nations,2002-12-24,World,http://www.nytimes.com/2002/12/24/world/threats-responses-european-links-terror-suspect-s-departure-germany-raises.html,899
"The Origin of Religions, From a Distinctly Darwinian View",2002-12-24,Science; Health; Books,http://www.nytimes.com/2002/12/24/science/conversation-with-david-sloan-wilson-origin-religions-distinctly-darwinian-view.html,1315
How Many Actors Does It Take to Make a Log Talk?,2002-12-26,Movies; Arts,http://www.nytimes.com/2002/12/26/movies/film-review-how-many-actors-does-it-take-to-make-a-log-talk.html,1001
An Anti-U.S. Haven for Al Qaeda,2002-12-26,World,http://www.nytimes.com/2002/12/26/world/threats-and-responses-pakistan-tribal-region-an-anti-us-haven-for-al-qaeda.html,646
2002,2002-12-29,Week in Review,http://www.nytimes.com/2002/12/29/weekinreview/2002.html,218
"Osama, Dead or Alive",2002-12-29,Magazine,http://www.nytimes.com/2002/12/29/magazine/the-way-we-live-now-12-29-02-osama-dead-or-alive.html,1045
Is Saudi Arabia Tough Enough on Terrorism?,2002-12-30,Opinion,http://www.nytimes.com/2002/12/30/opinion/is-saudi-arabia-tough-enough-on-terrorism.html,923
"Office Pool, 2003",2002-12-30,Opinion,http://www.nytimes.com/2002/12/30/opinion/office-pool-2003.html,691
3 U.S. Citizens Slain in Yemen In Rifle Attack,2002-12-31,World; Front Page; Washington,http://www.nytimes.com/2002/12/31/world/threats-and-responses-terror-3-us-citizens-slain-in-yemen-in-rifle-attack.html,1102
Bring Back the Draft,2002-12-31,Opinion,http://www.nytimes.com/2002/12/31/opinion/bring-back-the-draft.html,561
