headline,date,url
U.S. and Iraq: Collision Course,2002-11-12,http://www.nytimes.com/2002/11/12/opinion/l-us-and-iraq-collision-course-869287.html
U.S. and Iraq: Collision Course,2002-11-12,http://www.nytimes.com/2002/11/12/opinion/l-us-and-iraq-collision-course-869341.html
U.S. and Iraq: Collision Course,2002-11-12,http://www.nytimes.com/2002/11/12/opinion/l-us-and-iraq-collision-course-869295.html
U.S. and Iraq: Collision Course,2002-11-12,http://www.nytimes.com/2002/11/12/opinion/l-us-and-iraq-collision-course-869333.html
"Iraqi Leaders Vent at U.N., But Are Open To Its Terms",2002-11-12,http://www.nytimes.com/2002/11/12/world/threats-and-responses-baghdad-iraqi-leaders-vent-at-un-but-are-open-to-its-terms.html
U.S. and Iraq: Collision Course,2002-11-12,http://www.nytimes.com/2002/11/12/opinion/l-us-and-iraq-collision-course-869317.html
"With Iraq War Hovering, Bush Pays Tribute to Veterans",2002-11-12,http://www.nytimes.com/2002/11/12/world/threats-responses-president-with-iraq-war-hovering-bush-pays-tribute-veterans.html
Shares Fall on Iraq Worries In Light Holiday Trading,2002-11-12,http://www.nytimes.com/2002/11/12/business/the-markets-stocks-shares-fall-on-iraq-worries-in-light-holiday-trading.html
U.S. and Iraq: Collision Course,2002-11-12,http://www.nytimes.com/2002/11/12/opinion/l-us-and-iraq-collision-course-869279.html
ARMS INSPECTORS IN IRAQ TO DEPLOY NEW TECHNOLOGY,2002-11-13,http://www.nytimes.com/2002/11/13/world/threats-responses-hunting-for-weapons-arms-inspectors-iraq-deploy-new-technology.html
Light in the Tunnel,2002-11-13,http://www.nytimes.com/2002/11/13/opinion/light-in-the-tunnel.html
Spokesman Is Assigned to Military Command,2002-11-13,http://www.nytimes.com/2002/11/13/world/threats-and-responses-the-preparations-spokesman-is-assigned-to-military-command.html
NEWS SUMMARY,2002-11-13,http://www.nytimes.com/2002/11/13/nyregion/news-summary-885878.html
Iraq's Parliament Rejects U.N. Resolution,2002-11-13,http://www.nytimes.com/2002/11/13/world/threats-and-responses-setting-the-stage-iraq-s-parliament-rejects-un-resolution.html
Bishops Turn to Writing Antiwar Policy,2002-11-13,http://www.nytimes.com/2002/11/13/us/bishops-turn-to-writing-antiwar-policy.html
New Recording May Be Threat From bin Laden,2002-11-13,http://www.nytimes.com/2002/11/13/world/threats-and-responses-the-quarry-new-recording-may-be-threat-from-bin-laden.html
"To Inspect or Not to Inspect, That Is the Question",2002-11-13,http://learning.blogs.nytimes.com/2002/11/13/to-inspect-or-not-to-inspect-that-is-the-question/
Annan Presses Bush to Avoid A Rush to War,2002-11-14,http://www.nytimes.com/2002/11/14/world/threats-and-responses-the-un-annan-presses-bush-to-avoid-a-rush-to-war.html
War on Two Fronts,2002-11-14,http://www.nytimes.com/2002/11/14/opinion/war-on-two-fronts.html
"British Firefighters, Defying Government, Strike Over Wages",2002-11-14,http://www.nytimes.com/2002/11/14/world/british-firefighters-defying-government-strike-over-wages.html
IRAQ TELLS THE U.N. ARMS INSPECTIONS WILL BE PERMITTED,2002-11-14,http://www.nytimes.com/2002/11/14/world/threats-responses-baghdad-iraq-tells-un-arms-inspections-will-be-permitted.html
U.S. Disputes Iraqi Denial That It Has Weapons Banned by U.N.,2002-11-14,http://www.nytimes.com/2002/11/14/world/threats-responses-white-house-us-disputes-iraqi-denial-that-it-has-weapons.html
Saddam Hussein's Delusion,2002-11-14,http://www.nytimes.com/2002/11/14/opinion/saddam-hussein-s-delusion.html
"War on Iraq Not Yet Justified, Bishops Say",2002-11-14,http://www.nytimes.com/2002/11/14/us/war-on-iraq-not-yet-justified-bishops-say.html
"Little Headway In Terror War, Democrats Say",2002-11-15,http://www.nytimes.com/2002/11/15/world/threats-and-responses-antiterrorism-little-headway-in-terror-war-democrats-say.html
New Group Will Lobby For Change In Iraqi Rule,2002-11-15,http://www.nytimes.com/2002/11/15/world/threats-responses-bipartisan-hawks-new-group-will-lobby-for-change-iraqi-rule.html
The Osirak Option,2002-11-15,http://www.nytimes.com/2002/11/15/opinion/the-osirak-option.html
U.N. Official Faults Clause On Interviews Of Scientists,2002-11-15,http://www.nytimes.com/2002/11/15/world/threats-responses-inspectors-un-official-faults-clause-interviews-scientists.html
"Iraq and bin Laden, All at Once",2002-11-15,http://www.nytimes.com/2002/11/15/opinion/l-iraq-and-bin-laden-all-at-once-928194.html
A Wary Patience Promised on Iraq,2002-11-15,http://www.nytimes.com/2002/11/15/world/threats-and-responses-a-wary-patience-promised-on-iraq.html
Editorial Notebook; Between the Lines of an Iraqi Letter,2002-11-16,http://www.nytimes.com/2002/11/16/opinion/editorial-notebook-between-the-lines-of-an-iraqi-letter.html
Chief U.N. Inspector Expects Work in Iraq to Start Nov. 27,2002-11-16,http://www.nytimes.com/2002/11/16/world/threats-responses-un-team-chief-un-inspector-expects-work-iraq-start-nov-27.html
What to Expect When You're Inspecting,2002-11-16,http://www.nytimes.com/2002/11/16/opinion/what-to-expect-when-you-re-inspecting.html
Invisible Woman,2002-11-17,http://www.nytimes.com/2002/11/17/magazine/lives-invisible-woman.html
An Iraq Strategy Short of War,2002-11-17,http://www.nytimes.com/2002/11/17/opinion/an-iraq-strategy-short-of-war.html
Threats and Responses: The Opposition; Iraqi Kurds Set Sights On Baghdad,2002-11-17,http://www.nytimes.com/2002/11/17/world/threats-and-responses-the-opposition-iraqi-kurds-set-sights-on-baghdad.html
Who Needs the U.N. Security Council?,2002-11-17,http://www.nytimes.com/2002/11/17/magazine/who-needs-the-un-security-council.html
The Nation; Iraqs Long March of Defiance,2002-11-17,http://www.nytimes.com/2002/11/17/weekinreview/the-nation-iraqs-long-march-of-defiance.html
AGENCIES MONITOR IRAQIS IN THE U.S. FOR TERROR THREAT,2002-11-17,http://www.nytimes.com/2002/11/17/us/threats-responses-intelligence-agencies-monitor-iraqis-us-for-terror-threat.html
"Baghdad Journal; When It Comes to Iraq's Boss, What Is Face Value?",2002-11-18,http://www.nytimes.com/2002/11/18/world/baghdad-journal-when-it-comes-to-iraq-s-boss-what-is-face-value.html
U.S. TAKING STEPS TO LAY FOUNDATION FOR ACTION IN IRAQ,2002-11-18,http://www.nytimes.com/2002/11/18/world/threats-responses-preparations-us-taking-steps-lay-foundation-for-action-iraq.html
U.S. WARNING IRAQ OVER NEW ATTACKS ON PATROL PLANES,2002-11-19,http://www.nytimes.com/2002/11/19/world/threats-responses-incidents-air-us-warning-iraq-over-new-attacks-patrol-planes.html
Waiting for Iraq: U.S. Plans Ahead,2002-11-19,http://www.nytimes.com/2002/11/19/opinion/l-waiting-for-iraq-us-plans-ahead-986038.html
Saudi Urges U.S. to Focus on Israeli-Palestinian Conflict,2002-11-19,http://www.nytimes.com/2002/11/19/world/threats-responses-diplomacy-saudi-urges-us-focus-israeli-palestinian-conflict.html
Experts Arrive in Baghdad to Prepare Logistics,2002-11-19,http://www.nytimes.com/2002/11/19/world/threats-and-responses-experts-arrive-in-baghdad-to-prepare-logistics.html
Location of Bush Speech Is Changed,2002-11-20,http://www.nytimes.com/2002/11/20/world/location-of-bush-speech-is-changed.html
G.I.'S HONE SKILLS ON IRAQ'S BORDER,2002-11-20,http://www.nytimes.com/2002/11/20/world/threats-and-responses-military-preparations-gi-s-hone-skills-on-iraq-s-border.html
Is Osama Pea-Green?,2002-11-20,http://www.nytimes.com/2002/11/20/opinion/is-osama-pea-green.html
Inspectors Urge Iraq to Document Arms Claims,2002-11-20,http://www.nytimes.com/2002/11/20/world/threats-responses-united-nations-inspectors-urge-iraq-document-arms-claims.html
Setbacks Dealt to Iraqi Opposition in Europe,2002-11-20,http://www.nytimes.com/2002/11/20/world/threats-and-responses-exiles-setbacks-dealt-to-iraqi-opposition-in-europe.html
Sunken Hazard,2002-11-20,http://learning.blogs.nytimes.com/2002/11/20/sunken-hazard/
How War Left the Law Behind,2002-11-21,http://www.nytimes.com/2002/11/21/opinion/how-war-left-the-law-behind.html
NEWS SUMMARY,2002-11-21,http://www.nytimes.com/2002/11/21/nyregion/news-summary-022748.html
Several Nations Weigh U.S. Request to Join Forces Against Iraq,2002-11-21,http://www.nytimes.com/2002/11/21/world/threats-responses-diplomacy-several-nations-weigh-us-request-join-forces-against.html
At News Conference: NATO Role vs. Iraq,2002-11-21,http://www.nytimes.com/2002/11/21/world/threats-and-responses-at-news-conference-nato-role-vs-iraq.html
"In Blunt Words, Bush Threatens Hussein Again",2002-11-21,http://www.nytimes.com/2002/11/21/world/threats-and-responses-the-allies-in-blunt-words-bush-threatens-hussein-again.html
In Bush's Words: 'The Enlargement of NATO Is Good for All Who Join Us',2002-11-21,http://www.nytimes.com/2002/11/21/world/threats-responses-bush-s-words-enlargement-nato-good-for-all-who-join-us.html
Gore Says Bush's War on Terrorism Is Ineffective,2002-11-21,http://www.nytimes.com/2002/11/21/us/gore-says-bush-s-war-on-terrorism-is-ineffective.html
A Call to Arms: Bush's Plea on Iraq,2002-11-21,http://www.nytimes.com/2002/11/21/world/threats-and-responses-rallying-support-a-call-to-arms-bush-s-plea-on-iraq.html
Suing Saddam Hussein,2002-11-22,http://www.nytimes.com/2002/11/22/opinion/suing-saddam-hussein.html
NATO LEADERS SAY IRAQ MUST DISARM,2002-11-22,http://www.nytimes.com/2002/11/22/world/threats-and-responses-the-alliance-nato-leaders-say-iraq-must-disarm.html
