Younger Bush Looks to Father's Image Burnisher,3/26/00,http://www.nytimes.com/2000/03/26/us/younger-bush-looks-to-father-s-image-burnisher.html
Istanbul Journal; Where the Mighty Splash (Even Qaddafi's Camels),3/27/00,http://www.nytimes.com/2000/03/27/world/istanbul-journal-where-the-mighty-splash-even-qaddafi-s-camels.html
WORLD BRIEFING,3/28/00,http://www.nytimes.com/2000/03/28/world/world-briefing.html
World Briefing,3/29/00,http://www.nytimes.com/2000/03/29/world/world-briefing.html
When the Age of Courtship Ends,3/29/00,http://www.nytimes.com/2000/03/29/jobs/life-s-work-when-the-age-of-courtship-ends.html
World Briefing,3/31/00,http://www.nytimes.com/2000/03/31/world/world-briefing.html
Security Council Votes to Let Iraq Buy Oil Gear,4/1/00,http://www.nytimes.com/2000/04/01/world/security-council-votes-to-let-iraq-buy-oil-gear.html
'Three Kings' In Hindsight,4/7/00,http://www.nytimes.com/2000/04/07/movies/home-video-three-kings-in-hindsight.html
Venezuelan Calls Tune In OPEC's Price Tactics,4/7/00,http://www.nytimes.com/2000/04/07/world/venezuelan-calls-tune-in-opec-s-price-tactics.html
U.N. Gets a New Proposal For Iraq Arms Inspections,4/7/00,http://www.nytimes.com/2000/04/07/world/un-gets-a-new-proposal-for-iraq-arms-inspections.html
"Iraqi Doctor, Once on C.I.A.'s Payroll, Fights to Stay in U.S.",4/11/00,http://www.nytimes.com/2000/04/11/world/iraqi-doctor-once-on-cia-s-payroll-fights-to-stay-in-us.html
Security Council Approves New Arms Inspection Agency for Iraq,4/14/00,http://www.nytimes.com/2000/04/14/world/security-council-approves-new-arms-inspection-agency-for-iraq.html
"Americans Of Two Minds On Sanctions, A Poll Finds",4/23/00,http://www.nytimes.com/2000/04/23/world/americans-of-two-minds-on-sanctions-a-poll-finds.html
A Gore Adviser Who Basks in the Shadows,4/25/00,http://www.nytimes.com/2000/04/25/us/the-2000-campaign-the-insider-a-gore-adviser-who-basks-in-the-shadows.html
Essay; Dangerous Summit,4/27/00,http://www.nytimes.com/2000/04/27/opinion/essay-dangerous-summit.html
GORE FAULTS BUSH ON FOREIGN POLICY,4/30/00,http://www.nytimes.com/2000/04/30/us/gore-faults-bush-on-foreign-policy.html
The Bad Guys Are Always With Us,4/30/00,http://www.nytimes.com/2000/04/30/opinion/the-bad-guys-are-always-with-us.html
"After Visit, Congressman Wouldn't Halt Iraq Sanctions",5/1/00,http://www.nytimes.com/2000/05/01/world/after-visit-congressman-wouldn-t-halt-iraq-sanctions.html
Build a Missile Shield? The Debate Rages On,5/3/00,http://www.nytimes.com/2000/05/03/opinion/l-build-a-missile-shield-the-debate-rages-on-073156.html
Foreign Affairs; Yellow Brick Geopolitics,5/5/00,http://www.nytimes.com/2000/05/05/opinion/foreign-affairs-yellow-brick-geopolitics.html
"At Rehearing, Iraqi Doctor Wins Round In Deportation",5/7/00,http://www.nytimes.com/2000/05/07/us/at-rehearing-iraqi-doctor-wins-round-in-deportation.html
NEWS SUMMARY,5/7/00,http://www.nytimes.com/2000/05/07/nyregion/news-summary-144606.html
When Truth Challenges Fiction and Becomes Art,5/8/00,http://www.nytimes.com/2000/05/08/books/when-truth-challenges-fiction-and-becomes-art.html
Congress Reviewing Use Of Evidence Kept Secret,5/23/00,http://www.nytimes.com/2000/05/23/us/congress-reviewing-use-of-evidence-kept-secret.html
Gore Defends Policies on Israel With Attack on Rival's Father,5/24/00,http://www.nytimes.com/2000/05/24/us/2000-campaign-vice-president-gore-defends-policies-israel-with-attack-rival-s.html
World Briefing,6/1/00,http://www.nytimes.com/2000/06/01/world/world-briefing.html
"Songwriter, With Humorous Twist",6/4/00,http://www.nytimes.com/2000/06/04/nyregion/jersey-footlights-songwriter-with-humorous-twist.html
The Way We Live Now: 6-4-00: Idea Lab; Greens Peace,6/4/00,http://www.nytimes.com/2000/06/04/magazine/the-way-we-live-now-6-4-00-idea-lab-greens-peace.html
The Nation; Troubling the Waters Of Nuclear Deterrence,6/4/00,http://www.nytimes.com/2000/06/04/weekinreview/the-nation-troubling-the-waters-of-nuclear-deterrence.html
Security Council Extends Oil-for-Food Program Allowing Iraq to Import Necessities,6/10/00,http://www.nytimes.com/2000/06/10/world/security-council-extends-oil-for-food-program-allowing-iraq-import-necessities.html
NEWS SUMMARY,6/12/00,http://www.nytimes.com/2000/06/12/nyregion/news-summary-719285.html
U.S. Pushes To Weaken World Court On Atrocities,6/12/00,http://www.nytimes.com/2000/06/12/world/us-pushes-to-weaken-world-court-on-atrocities.html
Essay; The Rejectionist,6/12/00,http://www.nytimes.com/2000/06/12/opinion/essay-the-rejectionist.html
Foreign Affairs; Unfinished Business In Syria,6/12/00,http://www.nytimes.com/2000/06/12/opinion/foreign-affairs-unfinished-business-in-syria.html
Pistol Owners Raise Protest As Nassau Increases Fees,6/15/00,http://www.nytimes.com/2000/06/15/nyregion/pistol-owners-raise-protest-as-nassau-increases-fees.html
"Divining the Big Event: A Ray of Hope, at Least",6/16/00,http://www.nytimes.com/2000/06/16/world/korean-breakthrough-analysis-divining-big-event-ray-hope-least.html
"No Fluff, No Gimmickry In These Searing Stories",6/16/00,http://www.nytimes.com/2000/06/16/movies/no-fluff-no-gimmickry-in-these-searing-stories.html
Bush's Foreign Policy Tutor: An Academic in the Public Eye,6/16/00,http://www.nytimes.com/2000/06/16/world/2000-campaign-advisor-bush-s-foreign-policy-tutor-academic-public-eye.html
It's Been Hell on Earth,6/25/00,http://www.nytimes.com/2000/06/25/books/it-s-been-hell-on-earth.html
"At Democracy's Picnic, Paris Supplies Ants",6/27/00,http://www.nytimes.com/2000/06/27/world/at-democracy-s-picnic-paris-supplies-ants.html
Iraqi Gunman Kills 2 in Hostage Siege at U.N. Office in Baghdad,6/29/00,http://www.nytimes.com/2000/06/29/world/iraqi-gunman-kills-2-in-hostage-siege-at-un-office-in-baghdad.html
FLIGHT TESTS SHOW IRAQ HAS RESUMED A MISSILE PROGRAM,7/1/00,http://www.nytimes.com/2000/07/01/world/flight-tests-show-iraq-has-resumed-a-missile-program.html
CROSSING BORDERS: The Trade in Humans; Europe Tries to Turn a Tide Of Migrants Chasing Dreams,7/2/00,http://www.nytimes.com/2000/07/02/world/crossing-borders-trade-humans-europe-tries-turn-tide-migrants-chasing-dreams.html
Iraqis Ask U.S. to Do More to Oust Saddam,7/3/00,http://www.nytimes.com/2000/07/03/world/iraqis-ask-us-to-do-more-to-oust-saddam.html
NEWS SUMMARY,7/3/00,http://www.nytimes.com/2000/07/03/nyregion/news-summary-048526.html
"With Time Short, Albright Stays Aloft",7/3/00,http://www.nytimes.com/2000/07/03/world/with-time-short-albright-stays-aloft.html
U.S. Monitor Now Argues Iraqis Have Little to Conceal,7/3/00,http://www.nytimes.com/2000/07/03/world/us-monitor-now-argues-iraqis-have-little-to-conceal.html
"Parsing Degrees of Atrocity Within the Logic of Law; To Punish War Criminals, the World Must Define War Crimes. It Isn't Easy.",7/8/00,http://www.nytimes.com/2000/07/08/arts/parsing-degrees-atrocity-within-logic-law-punish-war-criminals-world-must-define.html
Who's Watching Saddam?,7/9/00,http://www.nytimes.com/2000/07/09/books/who-s-watching-saddam.html
A Better Way to Build a Missile Defense,7/13/00,http://www.nytimes.com/2000/07/13/opinion/a-better-way-to-build-a-missile-defense.html
The Nation: The Cold War Lives; In Search of a Missing Link in the Logic of Arms Control,7/16/00,http://www.nytimes.com/2000/07/16/weekinreview/nation-cold-war-lives-search-missing-link-logic-arms-control.html
Legacy of Ground Zero: Make War No More,7/23/00,http://www.nytimes.com/2000/07/23/opinion/l-legacy-of-ground-zero-make-war-no-more-320080.html
The First Stop on the Way Home: A Visit With Mubarak,7/27/00,http://www.nytimes.com/2000/07/27/world/impasse-camp-david-egyptians-first-stop-way-home-visit-with-mubarak.html
PARATROOPER POLITICS: A special report.; A Combative Leader Shapes Venezuela to a Leftist Vision,7/28/00,http://www.nytimes.com/2000/07/28/world/paratrooper-politics-special-report-combative-leader-shapes-venezuela-leftist.html
Leading a Republican Crusade in Democratic Territory,7/31/00,http://www.nytimes.com/2000/07/31/us/public-lives-leading-a-republican-crusade-in-democratic-territory.html
The Wisdom of Choosing Dick Cheney,7/31/00,http://www.nytimes.com/2000/07/31/opinion/the-wisdom-of-choosing-dick-cheney.html
"For Republicans, a Night to Bolster Bush",8/2/00,http://www.nytimes.com/2000/08/02/us/the-republicans-the-overview-for-republicans-a-night-to-bolster-bush.html
10th Anniversary of Iraqi Invasion Is Marked Quietly in Kuwait,8/3/00,http://www.nytimes.com/2000/08/03/world/10th-anniversary-of-iraqi-invasion-is-marked-quietly-in-kuwait.html
What Mideast Peace?,8/4/00,http://www.nytimes.com/2000/08/04/opinion/l-what-mideast-peace-514187.html
"Breaking Pattern, Venezuela Leader Will Visit Iraq on a Tour of Oil Nations",8/7/00,http://www.nytimes.com/2000/08/07/world/breaking-pattern-venezuela-leader-will-visit-iraq-on-a-tour-of-oil-nations.html
Foreign Affairs; A Whole New World,8/8/00,http://www.nytimes.com/2000/08/08/opinion/foreign-affairs-a-whole-new-world.html
NEWS SUMMARY,8/11/00,http://www.nytimes.com/2000/08/11/nyregion/news-summary-623350.html
Venezuelan Chief Pays Defiant Visit to Baghdad,8/11/00,http://www.nytimes.com/2000/08/11/world/venezuelan-chief-pays-defiant-visit-to-baghdad.html
Play by Play Without World's Big Hitters,8/13/00,http://www.nytimes.com/2000/08/13/sports/baseball-play-by-play-without-world-s-big-hitters.html
Sanctions Hurt Iraqis,8/14/00,http://www.nytimes.com/2000/08/14/opinion/l-sanctions-hurt-iraqis-629600.html
Iraqis Report a Second Day Of Allied Airstrikes in South,8/14/00,http://www.nytimes.com/2000/08/14/world/iraqis-report-a-second-day-of-allied-airstrikes-in-south.html
Gore to Delegates and Nation: 'My Focus Will Be on Working Families',8/18/00,http://www.nytimes.com/2000/08/18/us/democrats-his-own-words-gore-delegates-nation-my-focus-will-be-working-families.html
World Briefing,8/19/00,http://www.nytimes.com/2000/08/19/world/world-briefing.html
U.N. READIES TEAM TO CHECK WEAPONS HELD BY THE IRAQIS,8/22/00,http://www.nytimes.com/2000/08/22/world/un-readies-team-to-check-weapons-held-by-the-iraqis.html
Dispute Arises On Iraqi Debt For Oil Losses By Kuwaitis,8/23/00,http://www.nytimes.com/2000/08/23/world/dispute-arises-on-iraqi-debt-for-oil-losses-by-kuwaitis.html
Hussein Aide Says Iraq Won't Cooperate With Arms Monitoring,8/24/00,http://www.nytimes.com/2000/08/24/world/hussein-aide-says-iraq-won-t-cooperate-with-arms-monitoring.html
U.N. Readies Iraq Team,8/27/00,http://www.nytimes.com/2000/08/27/weekinreview/august-20-26-un-readies-iraq-team.html
Cheney Urges Rethinking Use of U.S. Ground Forces In Bosnia and Kosovo,9/1/00,http://www.nytimes.com/2000/09/01/us/2000-campaign-republican-running-mate-cheney-urges-rethinking-use-us-ground.html
"Israel Unrattled by Iraq, but U.S. Unit Alerted",9/2/00,http://www.nytimes.com/2000/09/02/world/israel-unrattled-by-iraq-but-us-unit-alerted.html
U.S. Rights Report Faults China For Harassing Religious Groups,9/6/00,http://www.nytimes.com/2000/09/06/world/us-rights-report-faults-china-for-harassing-religious-groups.html
C.I.A. Is Said to Find Iraq Gives Contracts to Nations That Want to End Economic Sanctions,9/7/00,http://www.nytimes.com/2000/09/07/world/summit-new-york-enforcement-cia-said-find-iraq-gives-contracts-nations-that-want.html
Foreign Affairs; The Secret Oil Talks,9/8/00,http://www.nytimes.com/2000/09/08/opinion/foreign-affairs-the-secret-oil-talks.html
Iraq Won't Let Outside Experts Assess Sanctions' Impact on Lives,9/12/00,http://www.nytimes.com/2000/09/12/world/iraq-won-t-let-outside-experts-assess-sanctions-impact-on-lives.html
U.S. Forswears Force Over Iraq Inspections,9/13/00,http://www.nytimes.com/2000/09/13/world/us-forswears-force-over-iraq-inspections.html
U.S. Rules Out Force Over Iraq Inspections,9/13/00,http://www.nytimes.com/2000/09/13/world/us-rules-out-force-over-iraq-inspections.html
France Warns Iraq on Weapons Inspections,9/14/00,http://www.nytimes.com/2000/09/14/world/france-warns-iraq-on-weapons-inspections.html
"In Challenge, Iraqi Jet Flew Over Saudi Desert, U.S. Says",9/14/00,http://www.nytimes.com/2000/09/14/world/in-challenge-iraqi-jet-flew-over-saudi-desert-us-says.html
Foreign Affairs; Debate This!,9/19/00,http://www.nytimes.com/2000/09/19/opinion/foreign-affairs-debate-this.html
Oil Prices Hit New 10-Year High on Fear of Persian Gulf Strife,9/19/00,http://www.nytimes.com/2000/09/19/business/international-business-oil-prices-hit-new-10-year-high-fear-persian-gulf-strife.html
Cheney Attacks Clinton's Dealings With Iraq,9/21/00,http://www.nytimes.com/2000/09/21/us/2000-campaign-republican-running-mate-cheney-attacks-clinton-s-dealings-with.html
Essay; Over Saddam's Barrel,9/21/00,http://www.nytimes.com/2000/09/21/opinion/essay-over-saddam-s-barrel.html
NEWS SUMMARY,9/21/00,http://www.nytimes.com/2000/09/21/nyregion/news-summary-262447.html
World Briefing,9/22/00,http://www.nytimes.com/2000/09/22/world/world-briefing.html
French Flight Tests Ban Against Iraq,9/23/00,http://www.nytimes.com/2000/09/23/world/french-flight-tests-ban-against-iraq.html
Politics or Policy?,9/23/00,http://www.nytimes.com/2000/09/23/us/politics-or-policy.html
Russian Plane Arrives at a Suddenly Busy Airport in Baghdad,9/24/00,http://www.nytimes.com/2000/09/24/world/russian-plane-arrives-at-a-suddenly-busy-airport-in-baghdad.html
The Nation: Crisis Management; There's No Shortage of Repositioning on Oil,9/24/00,http://www.nytimes.com/2000/09/24/weekinreview/the-nation-crisis-management-there-s-no-shortage-of-repositioning-on-oil.html
"The World; A Man With Big Ideas, a Small Country . . . and Oil",9/24/00,http://www.nytimes.com/2000/09/24/weekinreview/the-world-a-man-with-big-ideas-a-small-country-and-oil.html
U.S. and Others Press for Cuts In Price of Oil,9/24/00,http://www.nytimes.com/2000/09/24/world/us-and-others-press-for-cuts-in-price-of-oil.html
Oil Prices Ebb On Release From Reserve,9/26/00,http://www.nytimes.com/2000/09/26/business/the-markets-commodities-oil-prices-ebb-on-release-from-reserve.html
Foreign Affairs; Candidate In the Balance,9/26/00,http://www.nytimes.com/2000/09/26/opinion/foreign-affairs-candidate-in-the-balance.html
Iran and Iraq Make Progress Toward Settling Their Differences,9/30/00,http://www.nytimes.com/2000/09/30/world/iran-and-iraq-make-progress-toward-settling-their-differences.html
Transcript of Debate Between Vice President Gore and Governor Bush,10/4/00,http://www.nytimes.com/2000/10/04/us/2000-campaign-transcript-debate-between-vice-president-gore-governor-bush.html
Gore Defends Civilian Uses of Military,10/5/00,http://www.nytimes.com/2000/10/05/us/the-2000-campaign-the-vice-president-gore-defends-civilian-uses-of-military.html
"In Civil Clash, Cheney and Lieberman Reinforce Tickets' Sharp Differences",10/6/00,http://www.nytimes.com/2000/10/06/us/2000-campaign-debate-civil-clash-cheney-lieberman-reinforce-tickets-sharp.html
THE 2000 CAMPAIGN: The Vice-Presidential Debate; Excerpts From the Debate Between the Vice-Presidential Candidates,10/6/00,http://www.nytimes.com/2000/10/06/us/2000-campaign-vice-presidential-debate-excerpts-debate-between-vice-presidential.html
Corrections,10/8/00,http://www.nytimes.com/2000/10/08/nyregion/c-corrections-556416.html
"Down the Years, a Slippery Foe Frustrated the U.S.",10/8/00,http://www.nytimes.com/2000/10/08/world/showdown-yugoslavia-diplomacy-down-years-slippery-foe-frustrated-us.html
Refuge Inside Arctic Circle Is Also in the Middle of U.S. Energy Debate,10/8/00,http://www.nytimes.com/2000/10/08/us/refuge-inside-arctic-circle-is-also-in-the-middle-of-us-energy-debate.html
Hostility Toward Israelis Resurfaces in a Wave of Violence,10/8/00,http://www.nytimes.com/2000/10/08/world/whose-holy-land-muslim-world-hostility-toward-israelis-resurfaces-wave-violence.html
The World; Arafat Always Seems to Survive. Peace May Not.,10/8/00,http://www.nytimes.com/2000/10/08/weekinreview/the-world-arafat-always-seems-to-survive-peace-may-not.html
A Wary Tone From Egypt Amid Fury,10/9/00,http://www.nytimes.com/2000/10/09/world/whose-holy-land-the-neighbors-a-wary-tone-from-egypt-amid-fury.html
Dousing the Mideast Fire,10/10/00,http://www.nytimes.com/2000/10/10/opinion/dousing-the-mideast-fire.html
Essay; Israel Needs an Ally,10/12/00,http://www.nytimes.com/2000/10/12/opinion/essay-israel-needs-an-ally.html
The 'Makeup' Debate,10/12/00,http://www.nytimes.com/2000/10/12/opinion/the-makeup-debate.html
2nd Presidential Debate Between Gov. Bush and Vice President Gore,10/12/00,http://www.nytimes.com/2000/10/12/us/2000-campaign-2nd-presidential-debate-between-gov-bush-vice-president-gore.html
BLAST KILLS SAILORS ON U.S. SHIP IN YEMEN,10/13/00,http://www.nytimes.com/2000/10/13/world/the-warship-explosion-the-overview-blast-kills-sailors-on-us-ship-in-yemen.html
Neighbors Fear Turmoil Could Threaten Them,10/13/00,http://www.nytimes.com/2000/10/13/world/whose-holy-land-the-arabs-neighbors-fear-turmoil-could-threaten-them.html
The Price of America's Naivete,10/14/00,http://www.nytimes.com/2000/10/14/opinion/the-price-of-america-s-naivete.html
The Occasion for Arab Diplomacy,10/14/00,http://www.nytimes.com/2000/10/14/opinion/the-occasion-for-arab-diplomacy.html
PRESIDENT HEADS TO MIDEAST TALKS HOPING FOR TRUCE,10/16/00,http://www.nytimes.com/2000/10/16/world/whose-holy-land-the-overview-president-heads-to-mideast-talks-hoping-for-truce.html
Can Arafat Turn It Off?,10/17/00,http://www.nytimes.com/2000/10/17/world/whose-holy-land-news-analysis-can-arafat-turn-it-off.html
Exchanges Between the Candidates in the Third Presidential Debate,10/18/00,http://www.nytimes.com/2000/10/18/us/2000-campaign-exchanges-between-candidates-third-presidential-debate.html
House Backs Off on Condemning Turks' Killing of Armenians,10/20/00,http://www.nytimes.com/2000/10/20/world/house-backs-off-on-condemning-turks-killing-of-armenians.html
Iraq Poverty Said to Undermine Food Program,10/20/00,http://www.nytimes.com/2000/10/20/world/iraq-poverty-said-to-undermine-food-program.html
"The World: Arab Leaders' Choice; Unleashed, Anger Can Bite Its Master",10/22/00,http://www.nytimes.com/2000/10/22/weekinreview/the-world-arab-leaders-choice-unleashed-anger-can-bite-its-master.html
Bush's Barnstormers Get Tours Under Way,10/24/00,http://www.nytimes.com/2000/10/24/us/the-2000-campaign-the-allies-bush-s-barnstormers-get-tours-under-way.html
Series Thrills Lost on Fans Of Also-Rans,10/25/00,http://www.nytimes.com/2000/10/25/nyregion/nyc-series-thrills-lost-on-fans-of-also-rans.html
The Age Of the Mediathon,10/29/00,http://www.nytimes.com/2000/10/29/magazine/the-age-of-the-mediathon.html
THE 2000 CAMPAIGN: WORLD VIEWS/A special report.; Rivals Differ On U.S. Role In the World,10/30/00,http://www.nytimes.com/2000/10/30/world/2000-campaign-world-views-special-report-rivals-differ-us-role-world.html
"Angry at U.S., Arabs Widen Contacts With Iraq",11/1/00,http://www.nytimes.com/2000/11/01/world/angry-at-us-arabs-widen-contacts-with-iraq.html
"Euro-Wise, Yes, But Dollar-Foolish?",11/5/00,http://www.nytimes.com/2000/11/05/business/diary-business-euro-wise-yes-but-dollar-foolish.html
"The World: Middle East Maneuvering; Palestinians Fight, but Iraq and Iran May Be the Winners",11/5/00,http://www.nytimes.com/2000/11/05/weekinreview/world-middle-east-maneuvering-palestinians-fight-but-iraq-iran-may-be-winners.html
The Ambitions of Hugo Chavez,11/6/00,http://www.nytimes.com/2000/11/06/opinion/the-ambitions-of-hugo-chavez.html
Mideast Democracy,11/6/00,http://www.nytimes.com/2000/11/06/opinion/l-mideast-democracy-017175.html
Iraq Seeks Talks With U.N. Chief on Arms-Inspection Impasse,11/8/00,http://www.nytimes.com/2000/11/08/world/iraq-seeks-talks-with-un-chief-on-arms-inspection-impasse.html
Israelis Track Down and Kill a Fatah Commander,11/10/00,http://www.nytimes.com/2000/11/10/world/israelis-track-down-and-kill-a-fatah-commander.html
Disasters in the Making,11/12/00,http://www.nytimes.com/2000/11/12/books/disasters-in-the-making.html
MOVIES: CRITIC'S CHOICE,11/19/00,http://www.nytimes.com/2000/11/19/tv/movies-critic-s-choice.html
Essay; Arafat's 'War Process',11/20/00,http://www.nytimes.com/2000/11/20/opinion/essay-arafat-s-war-process.html
Yemen Links to bin Laden Gnaw at F.B.I. in Cole Inquiry,11/26/00,http://www.nytimes.com/2000/11/26/world/yemen-links-to-bin-laden-gnaw-at-fbi-in-cole-inquiry.html
"Henry Gonzalez, 84; Served 37 Years in House",11/29/00,http://www.nytimes.com/2000/11/29/us/henry-gonzalez-84-served-37-years-in-house.html
Foreign Affairs; Clinton's Syria Memo,12/1/00,http://www.nytimes.com/2000/12/01/opinion/foreign-affairs-clinton-s-syria-memo.html
Anthrax Vaccination Program Is Further Cut by the Pentagon,12/1/00,http://www.nytimes.com/2000/12/01/us/anthrax-vaccination-program-is-further-cut-by-the-pentagon.html
"At a Crucial Juncture, Iraqi Officials Cut Off Oil Exports",12/2/00,http://www.nytimes.com/2000/12/02/world/at-a-crucial-juncture-iraqi-officials-cut-off-oil-exports.html
"Protesting Sanctions, Iraq Stops Oil Flow",12/2/00,http://www.nytimes.com/2000/12/02/world/protesting-sanctions-iraq-stops-oil-flow.html
Computer Security; The Whiz Kid Vs. the Old Boys,12/3/00,http://www.nytimes.com/2000/12/03/magazine/computer-security-the-whiz-kid-vs-the-old-boys.html
