headline,date,url
"Bush's War, Blair's Gamble",2003-03-16,http://www.nytimes.com/2003/03/16/opinion/bush-s-war-blair-s-gamble.html
A NIGHT OUT WITH -- The Cast of 'Tinkle'; Landing Jabs and Punch Lines,2003-03-16,http://www.nytimes.com/2003/03/16/style/a-night-out-with-the-cast-of-tinkle-landing-jabs-and-punch-lines.html
"War, or Peace, in Iraq?",2003-03-16,http://www.nytimes.com/2003/03/16/opinion/l-war-or-peace-in-iraq-803537.html
"Global Rallies Against War, and Some for Hussein",2003-03-16,http://www.nytimes.com/2003/03/16/world/threats-and-responses-protests-global-rallies-against-war-and-some-for-hussein.html
U.S. NAMES IRAQIS WHO WOULD FACE WAR CRIMES TRIAL,2003-03-16,http://www.nytimes.com/2003/03/16/world/threats-and-responses-diplomacy-us-names-iraqis-who-would-face-war-crimes-trial.html
The World: Idealism and Power; America's Long Middle Eastern Romance,2003-03-16,http://www.nytimes.com/2003/03/16/weekinreview/the-world-idealism-and-power-america-s-long-middle-eastern-romance.html
Pre-Occupation; The Man Who Would Be President of Iraq,2003-03-16,http://www.nytimes.com/2003/03/16/weekinreview/pre-occupation-the-man-who-would-be-president-of-iraq.html
"The World: Double Bind; It's the Economy, Stupid. It's the War, Stupid.",2003-03-16,http://www.nytimes.com/2003/03/16/weekinreview/the-world-double-bind-it-s-the-economy-stupid-it-s-the-war-stupid.html
U.S. Plan Sees G.I.'s Invading As More Arrive,2003-03-16,http://www.nytimes.com/2003/03/16/world/threats-and-responses-the-armed-forces-us-plan-sees-gi-s-invading-as-more-arrive.html
"War, or Peace, in Iraq?",2003-03-16,http://www.nytimes.com/2003/03/16/opinion/l-war-or-peace-in-iraq-803510.html
Repairing the World,2003-03-16,http://www.nytimes.com/2003/03/16/opinion/repairing-the-world.html
Out of the Mouths of Students: Talk of Iraq,2003-03-16,http://www.nytimes.com/2003/03/16/nyregion/education-out-of-the-mouths-of-students-talk-of-iraq.html
For Reluctant Night Owls,2003-03-16,http://www.nytimes.com/2003/03/16/nyregion/county-lines-for-reluctant-night-owls.html
The Summit of Isolation,2003-03-16,http://www.nytimes.com/2003/03/16/opinion/the-summit-of-isolation.html
IRAQ'S AIR DEFENSE IS CONCENTRATED AROUND BAGHDAD,2003-03-17,http://www.nytimes.com/2003/03/17/world/threats-and-responses-defenses-iraq-s-air-defense-is-concentrated-around-baghdad.html
BUSH AND 2 ALLIES SEEM SET FOR WAR TO DEPOSE HUSSEIN,2003-03-17,http://www.nytimes.com/2003/03/17/world/threats-responses-diplomacy-bush-2-allies-seem-set-for-war-depose-hussein.html
With Ears And Eyes Closed,2003-03-17,http://www.nytimes.com/2003/03/17/opinion/with-ears-and-eyes-closed.html
NEWS SUMMARY,2003-03-17,http://www.nytimes.com/2003/03/17/nyregion/news-summary-815438.html
"A Decision Made, and Its Consequences",2003-03-17,http://www.nytimes.com/2003/03/17/world/threats-and-responses-the-path-ahead-a-decision-made-and-its-consequences.html
"Arab League Leader Calls for Peace, but No One Listens",2003-03-17,http://www.nytimes.com/2003/03/17/world/threats-responses-cairo-arab-league-leader-calls-for-peace-but-no-one-listens.html
"An Ultimatum, Frayed French Relations and Stockpiling in Iraq",2003-03-17,http://www.nytimes.com/2003/03/17/world/threats-responses-overview-march-16-2003-ultimatum-frayed-french-relations.html
"A Long, Winding Road to a Diplomatic Dead End",2003-03-17,http://www.nytimes.com/2003/03/17/world/threats-responses-foreign-policy-long-winding-road-diplomatic-dead-end.html
Excerpts From Joint News Conference: 'Tomorrow Is a Moment of Truth',2003-03-17,http://www.nytimes.com/2003/03/17/world/threats-responses-excerpts-joint-conference-tomorrow-moment-truth.html
Two Disciples Spread Word: The End Is Near,2003-03-17,http://www.nytimes.com/2003/03/17/world/threats-and-responses-talk-shows-two-disciples-spread-word-the-end-is-near.html
President Bush Prepares for War,2003-03-17,http://www.nytimes.com/2003/03/17/opinion/president-bush-prepares-for-war.html
France Seeks Compromise To Prevent U.N. Rupture,2003-03-17,http://www.nytimes.com/2003/03/17/world/threats-and-responses-paris-france-seeks-compromise-to-prevent-un-rupture.html
N.C.A.A. May Postpone Games,2003-03-18,http://www.nytimes.com/2003/03/18/sports/2003-ncaa-tournament-ncaa-may-postpone-games.html
Government Raises Alert Level And Asks States for Assistance,2003-03-18,http://www.nytimes.com/2003/03/18/us/threats-responses-security-government-raises-alert-level-asks-states-for.html
War in the Ruins of Diplomacy,2003-03-18,http://www.nytimes.com/2003/03/18/opinion/war-in-the-ruins-of-diplomacy.html
QUOTATION OF THE DAY,2003-03-18,http://www.nytimes.com/2003/03/18/nyregion/quotation-of-the-day-828149.html
Europeans Still Seek A Solution To Avert War,2003-03-18,http://www.nytimes.com/2003/03/18/world/threats-and-responses-diplomacy-europeans-still-seek-a-solution-to-avert-war.html
"In Iraqi Capital, People Prepare As War Looms",2003-03-18,http://www.nytimes.com/2003/03/18/world/threats-and-responses-baghdad-in-iraqi-capital-people-prepare-as-war-looms.html
Both Parties Close Ranks Behind the President,2003-03-18,http://www.nytimes.com/2003/03/18/us/threats-and-responses-congress-both-parties-close-ranks-behind-the-president.html
"Just Another Monday, Except for Its Conclusion",2003-03-18,http://www.nytimes.com/2003/03/18/us/threats-responses-president-s-day-just-another-monday-except-for-its-conclusion.html
Bush's Speech on Iraq: 'Saddam Hussein and His Sons Must Leave',2003-03-18,http://www.nytimes.com/2003/03/18/us/threats-responses-bush-s-speech-iraq-saddam-hussein-his-sons-must-leave.html
Allies Hope to Move Quickly To Seize City in Iraq's South,2003-03-18,http://www.nytimes.com/2003/03/18/world/threats-responses-strategy-allies-hope-move-quickly-seize-city-iraq-s-south.html
"Marines See Iraqi Army Bound by Fear, Not Loyalty",2003-03-18,http://www.nytimes.com/2003/03/18/world/threats-responses-first-marine-division-marines-see-iraqi-army-bound-fear-not.html
MORE ON IRAQ,2003-03-18,http://www.nytimes.com/2003/03/18/world/more-on-iraq.html
A New Doctrine for War,2003-03-18,http://www.nytimes.com/2003/03/18/world/threats-and-responses-news-analysis-a-new-doctrine-for-war.html
"Allies Will Move In, Even if Saddam Hussein Moves Out",2003-03-18,http://www.nytimes.com/2003/03/18/world/threats-responses-military-plans-allies-will-move-even-if-saddam-hussein-moves.html
"For Immigrants, Mixed View Of War and a World of Hate",2003-03-18,http://www.nytimes.com/2003/03/18/nyregion/threats-responses-new-york-city-for-immigrants-mixed-view-war-world-hate.html
Bush and Iraq: Starting the Countdown to War,2003-03-18,http://www.nytimes.com/2003/03/18/opinion/l-bush-and-iraq-starting-the-countdown-to-war-829080.html
"Wait Over, Americans Voice A Mix of Relief and Anxiety",2003-03-18,http://www.nytimes.com/2003/03/18/us/threats-responses-reaction-wait-over-americans-voice-mix-relief-anxiety.html
Turks and Kurds,2003-03-18,http://www.nytimes.com/2003/03/18/opinion/l-turks-and-kurds-819867.html
"In a New Setback for Blair, A Cabinet Minister Resigns",2003-03-18,http://www.nytimes.com/2003/03/18/world/threats-responses-britain-new-setback-for-blair-cabinet-minister-resigns.html
Bush and Iraq: Starting the Countdown to War,2003-03-18,http://www.nytimes.com/2003/03/18/opinion/l-bush-and-iraq-starting-the-countdown-to-war-829145.html
Thousands of Kurds Flee Front-Line Cities Fearing Attack by Hussein,2003-03-18,http://www.nytimes.com/2003/03/18/world/threats-responses-northern-iraq-thousands-kurds-flee-front-line-cities-fearing.html
"Bush Gives Hussein 48 Hours, and Vows to Act",2003-03-18,http://www.nytimes.com/2003/03/18/world/threats-and-responses-the-president-bush-gives-hussein-48-hours-and-vows-to-act.html
NEWS SUMMARY,2003-03-18,http://www.nytimes.com/2003/03/18/nyregion/news-summary-828475.html
Good Reasons for Going Around the U.N.,2003-03-18,http://www.nytimes.com/2003/03/18/opinion/good-reasons-for-going-around-the-un.html
Bush and Iraq: Starting the Countdown to War,2003-03-18,http://www.nytimes.com/2003/03/18/opinion/l-bush-and-iraq-starting-the-countdown-to-war-829072.html
"Diplomatic Impasse, a U.S. Ultimatum to Iraq, and Civilian Fears",2003-03-18,http://www.nytimes.com/2003/03/18/world/threats-responses-overview-march-17-2003-diplomatic-impasse-us-ultimatum-iraq.html
Government Raises Alert Level And Asks States for Assistance,2003-03-18,http://www.nytimes.com/2003/03/18/us/threats-responses-security-government-raises-alert-level-asks-states-for.html
War in the Ruins of Diplomacy,2003-03-18,http://www.nytimes.com/2003/03/18/opinion/war-in-the-ruins-of-diplomacy.html
"Eclipsed by Events, U.N. Officials Wonder About the Past and Ponder the Future",2003-03-18,http://www.nytimes.com/2003/03/18/world/threats-responses-security-council-eclipsed-events-un-officials-wonder-about.html
Soft Words That Convey a Hard Line,2003-03-18,http://www.nytimes.com/2003/03/18/us/threats-and-responses-tv-watch-soft-words-that-convey-a-hard-line.html
The Tense Wait: Is War Just Hours Away?,2003-03-19,http://www.nytimes.com/2003/03/19/opinion/l-the-tense-wait-is-war-just-hours-away-845990.html
Sibling Cities Issue a Plea For Decency Toward Frites,2003-03-19,http://www.nytimes.com/2003/03/19/world/sibling-cities-issue-a-plea-for-decency-toward-frites.html
D-Day,2003-03-19,http://www.nytimes.com/2003/03/19/opinion/d-day.html
A Worried World Shows Discord,2003-03-19,http://www.nytimes.com/2003/03/19/world/threats-and-responses-world-reaction-a-worried-world-shows-discord.html
Blair Survives a Mutiny Over Joining U.S. in War,2003-03-19,http://www.nytimes.com/2003/03/19/world/threats-and-responses-london-blair-survives-a-mutiny-over-joining-us-in-war.html
"With Tighter Security, New Yorkers Tense Up for Prospect of Life in Wartime",2003-03-19,http://www.nytimes.com/2003/03/19/nyregion/threats-responses-mood-with-tighter-security-new-yorkers-tense-up-for-prospect.html
"Focus on Chirac: At Home and Abroad, Wondering if His Stance Goes Too Far",2003-03-19,http://www.nytimes.com/2003/03/19/world/threats-responses-france-focus-chirac-home-abroad-wondering-if-his-stance-goes.html
"As Baghdad Empties, Hussein Is Defiant",2003-03-19,http://www.nytimes.com/2003/03/19/world/threats-and-responses-mood-of-iraq-as-baghdad-empties-hussein-is-defiant.html
NEWS SUMMARY,2003-03-19,http://www.nytimes.com/2003/03/19/nyregion/news-summary-845760.html
The Tense Wait: Is War Just Hours Away?,2003-03-19,http://www.nytimes.com/2003/03/19/opinion/l-the-tense-wait-is-war-just-hours-away-846074.html
TEAMS OF EXPERTS TO HUNT IRAQ ARMS,2003-03-19,http://www.nytimes.com/2003/03/19/world/threats-responses-disarming-saddam-hussein-teams-experts-hunt-iraq-arms.html
"Defiance From Baghdad, Troops on the Move, and Security Warnings",2003-03-19,http://www.nytimes.com/2003/03/19/world/threats-responses-overview-march-18-2003-defiance-baghdad-troops-move-security.html
U.S. Is Calling Refusal of Exile 'Final Mistake',2003-03-19,http://www.nytimes.com/2003/03/19/world/threats-responses-white-house-us-calling-refusal-exile-final-mistake.html
"N.C.A.A. Says Tournaments Will Go On, Even in War",2003-03-19,http://www.nytimes.com/2003/03/19/sports/ncaa-says-tournaments-will-go-on-even-in-war.html
Japan Premier Supports U.S. On Iraq Stance,2003-03-19,http://www.nytimes.com/2003/03/19/world/threats-and-responses-tokyo-japan-premier-supports-us-on-iraq-stance.html
War Imminent as Hussein Rejects Ultimatum,2003-03-19,http://www.nytimes.com/2003/03/19/world/threats-and-responses-the-troops-war-imminent-as-hussein-rejects-ultimatum.html
Cargo Insurance Would End 48 Hours Into an Iraqi War,2003-03-19,http://www.nytimes.com/2003/03/19/business/cargo-insurance-would-end-48-hours-into-an-iraqi-war.html
A Sense of Gloom Is Felt Within the Arab World,2003-03-19,http://www.nytimes.com/2003/03/19/world/threats-and-responses-the-gulf-a-sense-of-gloom-is-felt-within-the-arab-world.html
A Sense of Gloom Is Felt Within the Arab World,2003-03-19,http://www.nytimes.com/2003/03/19/world/threats-and-responses-the-gulf-a-sense-of-gloom-is-felt-within-the-arab-world.html
Our Towns; Watching God and Bush In Paterson,2003-03-19,http://www.nytimes.com/2003/03/19/nyregion/our-towns-watching-god-and-bush-in-paterson.html
The Perpendicular Pronoun,2003-03-19,http://www.nytimes.com/2003/03/19/opinion/the-perpendicular-pronoun.html
New Asylum Policy Comes Under Fire,2003-03-19,http://www.nytimes.com/2003/03/19/us/threats-and-responses-immigration-new-asylum-policy-comes-under-fire.html
QUOTATION OF THE DAY,2003-03-19,http://www.nytimes.com/2003/03/19/nyregion/quotation-of-the-day-844640.html
Acts of Defiance?,2003-03-19,http://learning.blogs.nytimes.com/2003/03/19/acts-of-defiance/
"Starting a War, Appealing for Surrender and Pulling Out the Networks",2003-03-20,http://www.nytimes.com/2003/03/20/world/threats-responses-overview-march-19-20-2003-starting-war-appealing-for-surrender.html
"After a Lengthy Buildup, An Anticlimactic Strike",2003-03-20,http://www.nytimes.com/2003/03/20/us/threats-responses-tv-watch-after-lengthy-buildup-anticlimactic-strike.html
NEWS SUMMARY,2003-03-20,http://www.nytimes.com/2003/03/20/nyregion/news-summary-866555.html
U.S. Courts Network It Once Described as 'All Osama',2003-03-20,http://www.nytimes.com/2003/03/20/world/threats-responses-arabic-television-us-courts-network-it-once-described-all.html
Time Runs Out: The Battle for Iraq Is at Hand,2003-03-20,http://www.nytimes.com/2003/03/20/opinion/l-time-runs-out-the-battle-for-iraq-is-at-hand-863939.html
DEFIANT RESPONSE,2003-03-20,http://www.nytimes.com/2003/03/20/world/threats-and-responses-iraq-defiant-response.html
"In Day of Waiting, First Surrenders and the First Missile Attack",2003-03-20,http://www.nytimes.com/2003/03/20/world/threats-responses-desert-front-day-waiting-first-surrenders-first-missile-attack.html
Ready for the Peace?,2003-03-20,http://www.nytimes.com/2003/03/20/opinion/ready-for-the-peace.html
BUSH ORDERS START OF WAR ON IRAQ; MISSILES APPARENTLY MISS HUSSEIN,2003-03-20,http://www.nytimes.com/2003/03/20/world/threats-responses-white-house-bush-orders-start-war-iraq-missiles-apparently.html
An Army Brat Who Grew Up And Became An Officer,2003-03-20,http://www.nytimes.com/2003/03/20/world/threats-responses-intelligence-deputy-chief-army-brat-who-grew-up-became-officer.html
Time Runs Out: The Battle for Iraq Is at Hand,2003-03-20,http://www.nytimes.com/2003/03/20/opinion/l-time-runs-out-the-battle-for-iraq-is-at-hand-863882.html
Setting the Stage,2003-03-20,http://www.nytimes.com/2003/03/20/world/threats-and-responses-military-analysis-setting-the-stage.html
Approach of War Reveals An Alienation in California,2003-03-20,http://www.nytimes.com/2003/03/20/us/threats-responses-california-approach-war-reveals-alienation-california.html
Reluctant Saudi Arabia Prepares Its Quiet Role in the U.S.-Led War on Iraq,2003-03-20,http://www.nytimes.com/2003/03/20/world/threats-responses-command-post-reluctant-saudi-arabia-prepares-its-quiet-role-us.html
Corrections,2003-03-20,http://www.nytimes.com/2003/03/20/nyregion/c-corrections-866687.html
Critics Say U.S. Lacks Legal Basis for Attack,2003-03-20,http://www.nytimes.com/2003/03/20/world/threats-and-responses-united-nations-critics-say-us-lacks-legal-basis-for-attack.html
Dow and S.& P. 500 Advance for Sixth Consecutive Day,2003-03-20,http://www.nytimes.com/2003/03/20/business/the-markets-stocks-bonds-dow-and-s-p-500-advance-for-sixth-consecutive-day.html
The Pentagon's Scariest Thoughts,2003-03-20,http://www.nytimes.com/2003/03/20/opinion/the-pentagon-s-scariest-thoughts.html
"Troops Told To Carry Freedom, Not the Flag",2003-03-20,http://www.nytimes.com/2003/03/20/world/threats-and-responses-military-orders-troops-told-to-carry-freedom-not-the-flag.html
Bush's Speech on the Start of War,2003-03-20,http://www.nytimes.com/2003/03/20/us/threats-and-responses-bush-s-speech-on-the-start-of-war.html
"As War Starts, Refugees Feel a Mixture of Dread and Relief",2003-03-20,http://www.nytimes.com/2003/03/20/us/threats-responses-iraqi-americans-war-starts-refugees-feel-mixture-dread-relief.html
Helping the New Serbian Prime Minister,2003-03-20,http://www.nytimes.com/2003/03/20/opinion/helping-the-new-serbian-prime-minister.html
The War After War With Iraq,2003-03-20,http://www.nytimes.com/2003/03/20/opinion/the-war-after-war-with-iraq.html
Slanted Sentences,2003-03-20,http://learning.blogs.nytimes.com/2003/03/20/slanted-sentences/
Note to the Security Council: Get Involved,2003-03-21,http://www.nytimes.com/2003/03/21/opinion/note-to-the-security-council-get-involved.html
Arab Protests Are Peaceful In Mideast,2003-03-21,http://www.nytimes.com/2003/03/21/world/a-nation-at-war-cairo-arab-protests-are-peaceful-in-mideast.html
U.S. AND BRITISH TROOPS PUSH INTO IRAQ AS MISSILES STRIKE BAGHDAD COMPOUND,2003-03-21,http://www.nytimes.com/2003/03/21/world/nation-war-attack-us-british-troops-push-into-iraq-missiles-strike-baghdad.html
"A Swift, and Risky, Attack by Land, With Surprise in Mind",2003-03-21,http://www.nytimes.com/2003/03/21/world/nation-war-military-analysis-swift-risky-attack-land-with-surprise-mind.html
Corrections,2003-03-21,http://www.nytimes.com/2003/03/21/nyregion/c-corrections-883077.html
Saudis Have Been Raking In Oil Money,2003-03-21,http://www.nytimes.com/2003/03/21/world/saudis-have-been-raking-in-oil-money.html
Howard Becomes Vocal And Improves Deacons,2003-03-21,http://www.nytimes.com/2003/03/21/sports/college-basketball-men-s-notebook-howard-becomes-vocal-and-improves-deacons.html
"In Iraqi Capital, Sirens Precede Two Direct Hits",2003-03-21,http://www.nytimes.com/2003/03/21/world/nation-war-iraqi-capital-iraqi-capital-sirens-precede-two-direct-hits.html
A Nation at War,2003-03-21,http://www.nytimes.com/2003/03/21/nyregion/a-nation-at-war-882305.html
Preaching The Gospel Of Sept. 11 To Visitors,2003-03-21,http://www.nytimes.com/2003/03/21/nyregion/a-nation-at-war-at-war-at-home-preaching-the-gospel-of-sept-11-to-visitors.html
How to Watch the War,2003-03-21,http://www.nytimes.com/2003/03/21/opinion/how-to-watch-the-war.html
About 100 Non-Iraqis Cross Border Into Jordan,2003-03-21,http://www.nytimes.com/2003/03/21/world/a-nation-at-war-refugees-about-100-non-iraqis-cross-border-into-jordan.html
Nervous Day in the Pit For Traders of Crude,2003-03-21,http://www.nytimes.com/2003/03/21/business/a-nation-at-war-petroleum-nervous-day-in-the-pit-for-traders-of-crude.html
Iraqis in Exile Doubt Hussein's Speech Could Inspire Jihad,2003-03-21,http://www.nytimes.com/2003/03/21/world/nation-war-damascus-iraqis-exile-doubt-hussein-s-speech-could-inspire-jihad.html
Into Iraq: Dispatches From an America at War; A Debate in California,2003-03-21,http://www.nytimes.com/2003/03/21/opinion/l-into-iraq-dispatches-from-an-america-at-war-a-debate-in-california-882259.html
Biological and Chemical Weapons Would Be Likely to Slow but Not Stop the Invaders,2003-03-21,http://www.nytimes.com/2003/03/21/world/nation-war-iraqi-defenses-biological-chemical-weapons-would-be-likely-slow-but.html
Wars Can't Be Won Only From Above,2003-03-21,http://www.nytimes.com/2003/03/21/opinion/wars-can-t-be-won-only-from-above.html
Norway Arrests Militant on Kidnapping Charges,2003-03-21,http://www.nytimes.com/2003/03/21/world/norway-arrests-militant-on-kidnapping-charges.html
Surprise Strike at Outset Leaves Urgent Mystery: Who Was Hit?,2003-03-21,http://www.nytimes.com/2003/03/21/world/nation-war-baghdad-surprise-strike-outset-leaves-urgent-mystery-who-was-hit.html
"Wave of Protests, From Europe to New York",2003-03-21,http://www.nytimes.com/2003/03/21/world/a-nation-at-war-world-reaction-wave-of-protests-from-europe-to-new-york.html
"Carriers, Already Ailing, Cut Flights And Say They May Reduce Jobs or Pay",2003-03-21,http://www.nytimes.com/2003/03/21/business/nation-war-airlines-carriers-already-ailing-cut-flights-say-they-may-reduce-jobs.html
U.S. REPORTS TALKS URGING SURRENDER,2003-03-21,http://www.nytimes.com/2003/03/21/world/a-nation-at-war-pressure-on-iraq-us-reports-talks-urging-surrender.html
"For a While, ESPN Gets The Show",2003-03-21,http://www.nytimes.com/2003/03/21/sports/tv-sports-for-a-while-espn-gets-the-show.html
"In Iraq's Kurdish Zone, Anti-Hussein Forces Wait for U.S.",2003-03-21,http://www.nytimes.com/2003/03/21/world/nation-war-northern-front-iraq-s-kurdish-zone-anti-hussein-forces-wait-for-us.html
War Brings More Divisiveness For Israelis and Palestinians,2003-03-21,http://www.nytimes.com/2003/03/21/world/nation-war-jerusalem-war-brings-more-divisiveness-for-israelis-palestinians.html
Corrections,2003-03-21,http://www.nytimes.com/2003/03/21/nyregion/c-corrections-883050.html
"Meeting in Brussels, Union's Leaders Find Split Is Too Wide to Mend Quickly",2003-03-21,http://www.nytimes.com/2003/03/21/world/nation-war-europe-meeting-brussels-union-s-leaders-find-split-too-wide-mend.html
G.I.'s and Marines See Little Iraqi Resistance,2003-03-21,http://www.nytimes.com/2003/03/21/world/a-nation-at-war-troops-gi-s-and-marines-see-little-iraqi-resistance.html
"Signs Point to Hussein on Tape, Officials Say",2003-03-21,http://www.nytimes.com/2003/03/21/world/a-nation-at-war-the-quarry-signs-point-to-hussein-on-tape-officials-say.html
Into Iraq: Dispatches From an America at War,2003-03-21,http://www.nytimes.com/2003/03/21/opinion/l-into-iraq-dispatches-from-an-america-at-war-882151.html
War Stories,2003-03-21,http://learning.blogs.nytimes.com/2003/03/21/war-stories/
The Day the Bombs Rained Down on Baghdad,2003-03-22,http://www.nytimes.com/2003/03/22/opinion/l-the-day-the-bombs-rained-down-on-baghdad-899267.html
"As War Tops News, Parents Again Worry About What to Discuss",2003-03-22,http://www.nytimes.com/2003/03/22/nyregion/nation-war-children-war-tops-parents-again-worry-about-what-discuss.html
The Blitz Over Baghdad,2003-03-22,http://www.nytimes.com/2003/03/22/opinion/the-blitz-over-baghdad.html
"SUPPORT FOR BUSH SURGES AT HOME, BUT SPLIT REMAINS",2003-03-22,http://www.nytimes.com/2003/03/22/us/a-nation-at-war-the-poll-support-for-bush-surges-at-home-but-split-remains.html
Bombs Explode in Cities South of Kurdish Region and in Areas Held by Militant Group,2003-03-22,http://www.nytimes.com/2003/03/22/world/nation-war-northern-iraq-bombs-explode-cities-south-kurdish-region-areas-held.html
Aerial Pounding Intended to Push Iraq's Government Toward Brink,2003-03-22,http://www.nytimes.com/2003/03/22/world/nation-war-airstrikes-aerial-pounding-intended-push-iraq-s-government-toward.html
The Day the Bombs Rained Down on Baghdad,2003-03-22,http://www.nytimes.com/2003/03/22/opinion/l-the-day-the-bombs-rained-down-on-baghdad-899259.html
Muted Joy as Troops Capture an Iraqi Town,2003-03-22,http://www.nytimes.com/2003/03/22/world/a-nation-at-war-the-scene-muted-joy-as-troops-capture-an-iraqi-town.html
Bush Asks Seizure of $1.7 Billion Held in U.S.,2003-03-22,http://www.nytimes.com/2003/03/22/world/a-nation-at-war-iraqi-assets-bush-asks-seizure-of-1.7-billion-held-in-us.html
The Day the Bombs Rained Down on Baghdad,2003-03-22,http://www.nytimes.com/2003/03/22/opinion/l-the-day-the-bombs-rained-down-on-baghdad-899259.html
Muted Joy as Troops Capture an Iraqi Town,2003-03-22,http://www.nytimes.com/2003/03/22/world/a-nation-at-war-the-scene-muted-joy-as-troops-capture-an-iraqi-town.html
Bush Asks Seizure of $1.7 Billion Held in U.S.,2003-03-22,http://www.nytimes.com/2003/03/22/world/a-nation-at-war-iraqi-assets-bush-asks-seizure-of-1.7-billion-held-in-us.html
Marching Forward,2003-03-22,http://www.nytimes.com/2003/03/22/opinion/marching-forward.html
A Nation at War,2003-03-22,http://www.nytimes.com/2003/03/22/nyregion/a-nation-at-war-899364.html
Making the World Safe for Hypocrisy,2003-03-22,http://www.nytimes.com/2003/03/22/opinion/making-the-world-safe-for-hypocrisy.html
The Day the Bombs Rained Down on Baghdad,2003-03-22,http://www.nytimes.com/2003/03/22/opinion/l-the-day-the-bombs-rained-down-on-baghdad-899275.html
"Bombarding Baghdad, Deaths in Battle, and Rising Support for Bush",2003-03-22,http://www.nytimes.com/2003/03/22/world/nation-war-overview-march-21-2003-bombarding-baghdad-deaths-battle-rising.html
Crowds Protest Iraq War In Cities Around World,2003-03-22,http://www.nytimes.com/2003/03/22/world/nation-war-international-reaction-crowds-protest-iraq-war-cities-around-world.html
Hamas Urges Iraqis to Make Suicide Attacks on the Invaders,2003-03-22,http://www.nytimes.com/2003/03/22/world/nation-war-palestinian-militants-hamas-urges-iraqis-make-suicide-attacks.html
Immigrants Questioned By F.B.I.,2003-03-22,http://www.nytimes.com/2003/03/22/us/a-nation-at-war-iraqi-americans-immigrants-questioned-by-fbi.html
The Day the Bombs Rained Down on Baghdad,2003-03-22,http://www.nytimes.com/2003/03/22/opinion/l-the-day-the-bombs-rained-down-on-baghdad-899160.html
The Day the Bombs Rained Down on Baghdad,2003-03-22,http://www.nytimes.com/2003/03/22/opinion/l-the-day-the-bombs-rained-down-on-baghdad-899178.html
Navy Seals Easily Seize 2 Oil Sites,2003-03-22,http://www.nytimes.com/2003/03/22/world/a-nation-at-war-the-commandos-navy-seals-easily-seize-2-oil-sites.html
The Day the Bombs Rained Down on Baghdad,2003-03-22,http://www.nytimes.com/2003/03/22/opinion/l-the-day-the-bombs-rained-down-on-baghdad-899283.html
The Day the Bombs Rained Down on Baghdad,2003-03-22,http://www.nytimes.com/2003/03/22/opinion/l-the-day-the-bombs-rained-down-on-baghdad-899216.html
News Flash on TV And 'Sick Feeling' For a Pilot's Family,2003-03-22,http://www.nytimes.com/2003/03/22/us/nation-war-casualties-flash-tv-sick-feeling-for-pilot-s-family.html
Civilian Toll: A Moral and Legal Bog,2003-03-22,http://www.nytimes.com/2003/03/22/arts/civilian-toll-a-moral-and-legal-bog.html
